index,s1,r,s2
"369","Gary Cooper : American Life , American Legend","on","TNT"
"369","Gary Cooper : American Life , American Legend","on","Nov. 5"
"369","Gary Cooper : American Life , American Legend","on","Sunday"
"369","Gary Cooper : American Life , American Legend","on","8-9 p.m. EST"
"370","chief executive officer","of","Applied"
"370","chairman","became","November"
"371","Mr. Sim","At","Applied"
"372","Applied","an","company public"
"372","company public","offering","netted"
"372","netted","about","$ 12.6 million"
"372","Applied","launch","acquisition program"
"373","Intel Corp","reported","drop"
"373","drop","in","net income"
"373","net income","because of","discontinued operations"
"373","one-time charge","for","discontinued operations"
"374","net","included","charge"
"374","charge","of","$ 35 million"
"374","$ 35 million","equal to","12 cents a share"
"374","12 cents a share","on","after-tax basis"
"374","charge","for","cost"
"374","cost","of","venture"
"374","venture","with","Siemens AG"
"374","abandoning","a","venture"
"374","Siemens AG","of","West Germany"
"375","Intel","'s","stock"
"375","Intel","'s","income"
"375","income","from","continuing operations"
"375","continuing operations","below","second quarter"
"375","second quarter","'s","earnings"
"375","earnings","of","$ 99.3 million"
"377","slowing","growth of","80386 microprocessor"
"377","start-up costs","associated","computers"
"377","preparing","for","shipments"
"377","shipments","of","80486 chip"
"377","costs","of","preparing"
"377","earnings","down","Intel"
"377","Intel","its","80386 microprocessor"
"378","Philippine","'s","Asset Privatization Trust"
"378","Asset Privatization Trust","for","sale"
"378","sale","of","interest"
"378","Philippine","'s","largest paper mill"
"379","Mr. Bince","trust 's","associate executive trustee"
"379","Mr. Bince","declares","bidding a failure"
"380","President Corazon Aquino","selling","state 's holdings"
"380","Ferdinand Marcos","rule of","20-year"
"381","Mrs. Aquino","promise","unfulfilled"
"382","Rodolfo Romero",",","lawyer and business columnist"
"383","Asset Privatization Trust","responsible for","selling"
"383","selling","government-held","properties"
"383","Asset Privatization Trust",",","agency"
"383","Asset Privatization Trust","recorded","sales"
"383","sales","more than","$ 500 million"
"384","Ramon Garcia",",","executive trustee"
"384","Asset Trust","'s","executive trustee"
"385","trust","failed to","sell"
"385","sell","state-owned","Associated Bank"
"386","Kenneth Courtis",",","senior economist"
"386","senior economist","at","Tokyo unit"
"386","Tokyo unit","of","Deutsche Bank Group"
"387","Ministry of International Trade and Industry","urging","Japanese auto companies"
"387","Japanese auto companies","exercise caution","capital spending"
"388","MITI officials","hope to avoid","source of trade friction"
"388","source of trade friction","with","U.S"
"388","export restraints","limit","Japanese car exports"
"388","Japanese car exports","to","U.S"
"389","Japan Development Bank","survey","2,400 large companies"
"389","expanded capacity","goal","51.8 %"
"389","51.8 %","of","outlays"
"389","manufacturers alone","goal","32 %"
"390","enormous trade surpluses","against","much of the world"
"390","Japan","meet","increased domestic demand"
"390","increased domestic demand","by","importing more"
"391","Nobuyuki Arai",",","an economist"
"391","an economist","at","Japan Development Bank"
"392","Japanese auto makers","increasing","production capacity"
"392","production capacity","in","U.S"
"392","additional production","replace","imported vehicles"
"392","imported vehicles","with","locally manufactured ones"
"393","Japanese companies","increased","U.S. auto output"
"393","U.S. auto output","increased","42 %"
"393","U.S. auto output","increased","January to September"
"393","January to September","compared","year-earlier period"
"393","exports to the U.S","drop","9 % this year"
"394","Many","pouring","money"
"394","high-quality products","target","affluent consumers"
"394","high-quality products","avoid","direct combat"
"394","direct combat","from","cheaper cars"
"394","cheaper cars","from","South Korea"
"394","cheaper cars","from","Taiwan"
"395","seat","sold","$ 500,000"
"396","Japan","'s","Finance Ministry"
"397","Makoto Utsumi",",","vice minister"
"397","vice minister","for","international affairs"
"398","ministry","first","detailed public statement"
"399","190 point drop","in","New York stock prices"
"399","ministry","pulling the plug","UAL deal"
"399","UAL deal","leading","190 point drop"
"400","investors","do better with","strong performers"
"400","strong performers","like","Walt Disney"
"400","strong performers","like","Procter & amp ; Gamble"
"400","strong performers","like","Coca-Cola"
"401","Robert Ross",",","head"
"401","head","of","Duncan Ross Associates Ltd"
"401","Vancouver",",","British Columbia"
"402","money manager","in","Tulsa"
"402","Tulsa",",","Okla"
"403","David Dreman",",","managing partner"
"403","managing partner","of","Dreman Value Management"
"403","Dreman Value Management","in","New York"
"404","Goldman Sachs","increased","proportion of assets they recommend investors commit to stocks"
"404","Merrill Lynch","increased","proportion of assets they recommend investors commit to stocks"
"404","Dean Witter","increased","proportion of assets they recommend investors commit to stocks"
"405","Dean Witter","recommends","85 %"
"405","Goldman","recommends","65 %"
"405","Merrill Lynch","recommends","50 %"
"406","Michael Holland","runs","Salomon Brothers Asset Management"
"406","Salomon Brothers Asset Management","in","New York"
"407","John Connolly",",","chief strategist"
"407","chief strategist","for","Dean Witter"
"408","federal prisons","custody of","375 local inmates"
"409","Drug Enforcement Administration","established","federal-local task force"
"409","federal-local task force","since April","106 arrests"
"409","federal-local task force","since April","2 million in seizures"
"409","2 million in seizures","of","assets"
"410","Defense Department","lent","10 prosecutors"
"410","Federal Bureau of Investigation","provided","crime laboratory facilities"
"410","Defense Department","lent","Washington U.S. attorney"
"410","Federal Bureau of Investigation","provided","Washington U.S. attorney"
"411","CRI Inc","reduced","cash distribution"
"411","cash distribution","for","Capital Housing and Mortgage Partners Inc"
"411","75 cents and 80 cents","reduced","71 cents and 74 cents"
"411","71 cents and 74 cents","share","cash distribution"
"411","75 cents and 80 cents","share","cash distribution"
"412","Jay R. Cohen",",","Champs executive vice president"
"413","CRI","sponsors","Champs"
"413","Champs","a","real estate investment firm"
"414","H & amp ; R BLOCK Inc","had","net income"
"414","net income","of","$ 100.2 million"
"415","Sperry Corp",",","marketing executive"
"415","marketing executive","pleaded","guilty"
"415","guilty","to","bribery and conspiracy charges"
"415","marketing executive","funnel","$ 400,000"
"415","$ 400,000","to","Navy acquisition official"
"416","Frank Lavelle","was","marketing director"
"416","marketing director","for","Sperry"
"416","Sperry","in","Clearwater"
"416","Clearwater",",","Fla"
"416","Garland Tomlin",",","Navy official"
"416","Frank Lavelle","admitted","to bribe"
"417","The Chicago Merc","banned","dual trading"
"417","dual trading","in","Standard & amp ; Poor 's 500-stock index futures pit"
"417","Standard & amp ; Poor 's 500-stock index futures pit","in","1987"
"418","the plan","has n't made","much difference"
"418","much difference","in","liquidity"
"418","liquidity","in","the pit"
"419","Tom Donovan",",","president"
"419","Board of Trade","'s","president"
"420","Services Co",",","a unit of General Dynamics Corp"
"420",",","won","$ 48.2 million Army contract"
"420","$ 48.2 million Army contract","establish","maintenance facilities"
"420","maintenance facilities","for","tracked vehicles"
"420","tracked vehicles","in","Pakistan"
"421","Grumman Corp","given","$ 15 million Navy contract"
"421","$ 15 million Navy contract","for","aircraft-electronics improvements"
"422","Hughes Aircraft Co",",","unit of General Motors Corp"
"422","Hughes Aircraft Co","got","$ 10.3 million Air Force contract"
"422","$ 10.3 million Air Force contract","for","airborne-radar equipment"
"423","Yesterday","'s","88-point recovery"
"423","88-point recovery","from","Friday 's megadrop"
"423","Friday 's megadrop","in","Dow Jones industrials"
"423","brokerage houses","proclaiming","stocks are a good bargain again"
"424","John Neff","of","Wellington Management"
"424","John Neff","runs","$ 8.3 billion Windsor Fund"
"425","powerful driving forces",",","earnings growth"
"425","powerful driving forces",",","LBO sweepstakes '' -- buy-out fever"
"425","LBO sweepstakes '' -- buy-out fever","induced","investors"
"425","investors","bid up","whole groups of stocks"
"425","whole groups of stocks",",","media"
"425","whole groups of stocks",",","airlines"
"426","individuals","minimum investment","million German marks"
"427","AB SKF","Swedish","rolling-steel and ball-bearing group"
"427","AB SKF","rose","pretax profit"
"427","pretax profit","to","1.78 billion kronor"
"427","1.78 billion kronor","from","$ 156 million"
"428","SKF","increased","sales"
"428","sales","to","18.46 billion kronor"
"428","18.46 billion kronor","from","15.72 billion"
"429","SKF","demand","main product"
"429","main product",",","rolling bearings"
"429","main product","accounts for","two-thirds of group sales"
"430","country","'s","automotive industry"
"431","Budget","set","$ 1.5 million"
"432","Cardinal brewery","introduced","new beer"
"432","new beer","introduced","liquor industry convention"
"432","Switzerland","'s","Cardinal brewery"
"433","Heidelberg","compete with","Amstel Light"
"434","Chrysler Corp","joint venture","Mitsubishi Motors Corp"
"434","Diamond-Star Motors Corp","of","Chrysler Corp"
"434","Diamond-Star Motors Corp","begin","shipping Mitsubishi Eclipse"
"435","Diamond-Star","export","1,500 Eclipse cars"
"435","1,500 Eclipse cars","to","Japan"
"436","Honda Motor Co","exporting","5,000 Accord Coupes"
"436","5,000 Accord Coupes","from","Marysville"
"436","Marysville",",","Ohio"
"437","Randy Delchamps","named","chairman"
"437","Randy Delchamps","named","chief executive officer"
"437","chairman","of","grocery chain"
"437","chief executive officer","of","grocery chain"
"438","Mr. Delchamps",",","46 years old"
"438","Mr. Delchamps","succeeds","A.F . Delchamps Jr"
"438","A.F . Delchamps Jr","died","plane crash"
"438","A.F . Delchamps Jr","died","age of 58"
"439","Randy Delchamps","retains","president"
"440","William Bennett",",","White House drug-policy director"
"441","Baron Elie de Rothschild","family 's","elder spokesman"
"441","Berlin","replaced","Frankfurt"
"441","Frankfurt","as","financial center"
"441","Berlin","replaced","financial center"
"442","palatial residence","destroyed by","bombs"
"442","palatial residence","destroyed by","World War II"
"442","Rothschilds ' place","in","Frankfurt"
"443","family","was in","Allied countries"
"443","World War I","period","economic strife"
"444","Rothschilds","target of","Nazi propaganda"
"444","Nazi propaganda","against","Jewish financiers"
"445","Nazis","grabbed","countries"
"445","Nazis","confiscating","property"
"445","Rothschilds","'s","property"
"446","William L. Shirer",",","American journalist"
"446","William L. Shirer","wrote","The Rise and Fall of the Third Reich"
"446","Nazi","loot","Rothschild palace"
"446","Nazi","loot","silver"
"446","Nazi","loot","tapestries"
"446","Nazi","loot","paintings"
"447","Rothschilds","rebuilding","European operations"
"448","Baron David de Rothschild","partner","Rothschild & amp ; Cie . Banque"
"448","Baron David de Rothschild","younger cousin","Elie"
"448","Rothschild & amp ; Cie . Banque","in","Paris"
"449","George Mitchell",",","Senate Majority Leader"
"449","George Mitchell",",","D. , Maine"
"449","George Mitchell","called the group","meet"
"449","meet","with him","Wednesday night"
"449","meet","with him","again yesterday"
"450","Sen. Mitchell","urged","them to desist"
"451","President Bush","needs","support of Democrats"
"451","support of Democrats","to pass","tax cut"
"451","tax cut","through","Democratic-controlled Senate"
"452","Bob Packwood",",","Sen"
"452","Bob Packwood","(","R. , Ore"
"452","Bob Packwood",",","lead sponsor of the Republican capital-gains amendment"
"452","Bob Packwood","predicted","tax cut"
"452","tax cut","enacted","this year"
"453","Sen. Mitchell","buoyed","by his victory"
"453","Sen. Mitchell",",","strongly disagreed"
"454","Mr. Mitchell","predicting","president 's initiative would fail"
"455","Mr. Mitchell","'s","victory"
"455","victory","came","last week"
"455","Senate","passed","deficit-reduction bill"
"455","deficit-reduction bill","did n't contain","capital-gains provision"
"456","final bill","being drafted","by House and Senate negotiators"
"457","House version of the bill","include","tax cut"
"458","President Bush","plans","meet at the White House"
"458","meet at the White House","with","20 Democratic senators"
"458","20 Democratic senators","favor cutting","capital-gains tax"
"458","20 Democratic senators","are","undecided"
"459","Caspar",",","Wyo"
"459","Grace Energy","hauled","rig"
"459","Grace Energy","to drill","Bilbrey well"
"459","Bilbrey well","a","15,000-foot"
"459","Bilbrey well","a","$ 1-million-plus natural gas well"
"460","Zel Herring",",","owner"
"460","owner","at","Sandhills Luncheon Cafe"
"461","orders","for","hamburgers"
"461","orders","for","daily special"
"462","Mike Huber","a","entrepreneur"
"463","He","started","Arrow Roustabouts Inc"
"463","loan","from","a friend"
"463","He","employs","15"
"464","Joe Frank Sanderson Jr","elected","president"
"464","Joe Frank Sanderson Jr","elected","chief executive officer"
"464","chief executive officer","of","poultry producer"
"464","president","of","poultry producer"
"465","Joe Frank Sanderson","currently","chairman"
"465","Joe Frank Sanderson","currently","chief executive"
"465","Joe Frank Sanderson","currently","treasurer"
"465","Joe Frank Sanderson","remain","chairman"
"466","J. Odell Johnson","current","president"
"466","J. Odell Johnson","current","chief operating officer"
"466","J. Odell Johnson","elected","vice chairman"
"466","vice chairman","of","board"
"467","Carl E. Pissocra",",","president"
"467","Carl E. Pissocra",",","chief executive officer"
"467","president","of","Bank One"
"467","chief executive officer","of","Bank One"
"467","Carl E. Pissocra","named","regional president"
"468","WCRS","created","Della Femina McNamee"
"468","Della Femina McNamee","created","in 1988"
"468","three smaller agency units","merger","in 1988"
"469","Della Femina","won","Pan Am"
"469","Pan Am","an","international client"
"470","Procter & amp ; Gamble","players of","packaged-goods"
"470","Colgate-Palmolive","players of","packaged-goods"
"470","Unilever","players of","packaged-goods"
"471","Francis","founded","Carat"
"471","Gilbert Gross","founded","Carat"
"471","Francis","brothers","Gilbert Gross"
"471","Eurocom","acquire 14.99 % stakes","WCRS Group"
"471","Carat","acquire 14.99 % stakes","WCRS Group"
"472","Eurocom","pay","32 million"
"472","32 million","for","WCRS"
"473","Mr. Della Femina","remain","world-wide agency"
"474","Louise McNamee","president","Della Femina"
"475","Claudio 's","sister","Isabella"
"475","Isabella","a","novitiate"
"475","novitiate","in","convent"
"475","Isabella","plead","case"
"475","brother","'s","case"
"476","Peter David Gould",",","scene designer"
"476","scene designer",",","Alley production"
"476","Peter David Gould","arranged","set"
"476","set","featuring","rectangular platform"
"476","rectangular platform","of","white-washed boards"
"477","Mr. Boyd","grasp of","Shakespearean dynamic"
"477","Mr. Boyd","'s","play"
"478","Isabella","(","Ellen Lauren"
"478","Claudio","(","Matt Loney"
"478","Duke","(","Philip Kerr"
"478","Mariana","(","Annalee Jefferies"
"478","Mariana","wronged by","Angelo"
"478","Isabella","conspire","Duke"
"479","Claudio","is","arrested"
"479","Claudio","on stage","nude"
"479","nude","except","manacles"
"479","manacles","on","ankles"
"480","Lucio","(","Jack Stehlin"
"480","Lucio","visits","convent"
"480","Lucio","inform","Isabella"
"480","Isabella","inform","fate"
"480","brother","'s","fate"
"481","Pompey","(","Glen Allen Pruett"
"481","Pompey","dressed in","black leather"
"482","interest","in","First Executive"
"482","interest","rose","55 %"
"483","Intel 's","jumped 42 %","interest"
"483","Campeau","increased","62 %"
"484","Intel","makes","semiconductors"
"484","Campeau","operates","department-store chains"
"484","Campeau","strained for","cash"
"485","Short interest","in","Jaguar"
"485","depositary receipts","of","Jaguar"
"486","Nasdaq stocks","showed","drop"
"486","drop","in","short interest"
"486","drop","included","Adobe Systems"
"486","drop","included","Class A shares of Tele-Communications"
"486","drop","included","Lyphomed and Jerrico"
"487","NASD","operates","Nasdaq computer system"
"487","Nasdaq computer system","compiles","short interest data"
"487","short interest data","in","two categories"
"488","Short interest","in","1,327 non-NMS securities"
"488","1,327 non-NMS securities","totaled","40.3 million shares"
"489","Gen-Probe","received","U.S. patent"
"489","U.S. patent","for","technology"
"489","technology","that","detect"
"489","technology","that","identify"
"489","technology","that","quantify non-viral organisms"
"489","technology","through","ribosomal RNA"
"489","genetic material","called","ribosomal RNA"
"490","tender offer","for","Gen-Probe"
"490","Gen-Probe","'s","shares"
"491","National Space Development Agency","of","Japan"
"492","technologies","for","sale"
"492","sale","including","launch services"
"492","Tad Inada",",","NASDA"
"492","NASDA","'s","director"
"492","director","for","international affairs"
"493","Mikhail Shapovalov","of","Soviet Ministry of Foreign Economic Relations"
"494","Michael A. Gaskin",",","55 years old"
"494","Michael A. Gaskin","named","president"
"494","Michael A. Gaskin","named","chief executive officer"
"494","president","of","manufacturer"
"494","chief executive officer","of","manufacturer"
"494","manufacturer","of","industrial robots"
"494","Michael A. Gaskin","succeeding","Walter K. Weisel"
"495","Mr. Weisel",",","49"
"495","Mr. Weisel","resigned as","president"
"495","Mr. Weisel","resigned as","chief executive"
"495","Mr. Weisel","will work","on special projects"
"495","John J. Wallace",",","chairman"
"496","Mr. Gaskin","formerly","president"
"496","Mr. Gaskin","formerly","chief executive"
"496","president","of","Taylor & amp ; Gaskin Inc"
"496","chief executive","of","Taylor & amp ; Gaskin Inc"
"496","Mr. Gaskin","was","director"
"496","director","of","Prab Robots"
"496","director","since","1985"
"497","This is written","correct","misquotation"
"497","misquotation","in","Oct. 3 article"
"497","misquotation","in","`` Deaths From Advanced Colon Cancer Can Be Reduced by Using Two Drugs . ''"
"498","treatment","reduced","deaths"
"498","deaths","in","high-risk colon cancer"
"498","deaths","by","one-third"
"499","reporters","attending","National Cancer Institute news conference"
"500","exciting prospects","treatment","colon cancer"
"500","impressive advances","treatment","colon cancer"
"501","40,000 newcomers","settling in","Las Vegas Valley"
"501","40,000 newcomers","settling in","a year"
"502","labor economists","","Nevada state"
"502","labor economists","think","shortage is probable"
"503","Nobody","calculated","total number"
"503","total number","of","slot machines"
"503","total number","of","crap tables"
"503","total number","of","roulette wheels"
"503","Nobody","calculated","ultimate impact"
"503","ultimate impact","of","growth"
"503","growth","on","schools"
"503","growth","on","municipal services"
"504","Frank Sain",",","executive director"
"504","executive director","of","the Las Vegas Convention and Visitors Bureau"
"505","McCarran International Airport","accommodate","44 %"
"505","44 %","of","Las Vegas tourists who fly here"
"506","Caesars World Inc","plans","defend its august reputation"
"506","defend its august reputation","sinking","$ 190 million"
"506","$ 190 million","into","Caesars Palace"
"506","Caesars Palace","next door","Mirage"
"506","defend its august reputation","adding","$ 100 million shopping area"
"506","$ 100 million shopping area","reminiscent","Rodeo Drive"
"507","The Palace",",","marble fountains"
"507","toga parties","for","high rollers"
"507","The Palace","well-known","for its Caesarean theme"
"508","millions of dollars into facelifts",",","The Flamingo Hilton"
"508","millions of dollars into facelifts",",","Imperial Palace"
"508","The Flamingo Hilton",",","new room towers"
"508","The Flamingo Hilton",",","casino floor space"
"508","Imperial Palace",",","new room towers"
"508","Imperial Palace",",","casino floor space"
"508","Frontier",",","new room towers"
"508","Frontier",",","casino floor space"
"509","Daikin","'s","major competitors"
"509","major competitors",",","Hitachi Ltd"
"509","major competitors",",","Mitsubishi Heavy Industries Ltd"
"509","Hitachi Ltd","adding","production lines"
"509","Mitsubishi Heavy Industries Ltd","adding","production lines"
"510","Nissan","aims","expand"
"510","expand","its","25 % share"
"510","25 % share","of","market"
"510","expand","to","30 %"
"510","30 %","spending","$ 141 million"
"510","$ 141 million","on","plant"
"510","plant","in","southern Japan"
"510","plant","could make","240,000 cars a year"
"511","Toyota Motor Corp","'s","$ 247 million buildup"
"511","$ 247 million buildup","increasing","annual capacity"
"511","annual capacity","by","180,000 cars"
"511","Honda","spending","$ 317 million"
"511","$ 317 million","on","expansion"
"512","Mazda Motor Corp","considering","options"
"512","Mazda Motor Corp","aims","double its annual domestic sales"
"512","double its annual domestic sales","to","800,000 cars"
"512","double its annual domestic sales","in","next four years"
"513","imports","account","less than 1 %"
"513","less than 1 %","of","beer sales"
"513","beer sales","in","Japan"
"513","Asahi Breweries Ltd","gaining share","popular dry beer"
"513","Asahi Breweries Ltd","plans","fend off Japanese competitors"
"513","fend off Japanese competitors","pouring","$ 1.06 billion"
"513","$ 1.06 billion","into","facilities"
"513","facilities","to","brew 50 % more beer"
"514","new-product development","will make","Japanese companies stronger"
"514","big investments","in","domestic '' industries"
"514","domestic '' industries","such as","beer"
"514","domestic '' industries","make it","even tougher"
"514","even tougher","for","foreign competitors"
"514","foreign competitors","crack","Japanese market"
"515","Toshiba Corp","spending","$ 986 million"
"515","$ 986 million","on","two new plants"
"515","two new plants","build","four-megabit dynamic random access memories"
"515","four-megabit dynamic random access memories",",","next generation of computer chips"
"516","Toshiba","already beaten","everyone else"
"516","everyone else","producing","current-generation one-megabit DRAMs"
"516","Toshiba","believes","early investment"
"516","early investment","heighten","chances"
"516","chances","beating","competitors again"
"517","Japanese rivals",",","Fujitsu Ltd"
"517","Japanese rivals",",","NEC Corp"
"518","Fannie Mae","Posted","yields"
"518","yields","on","30 year mortgage commitments"
"518","30 year mortgage commitments","for",".9.82 %"
"518","30 year mortgage commitments","delivery within","30 days"
"519","Maxus Energy Corp",",","Dallas"
"519","Maxus Energy Corp","discovered","new oil field"
"519","new oil field","northeast","Intan Field"
"519","Intan Field","of","Indonesia"
"519","Sumatra area","of","Indonesia"
"520","Maxus","did n't run","production test"
"520","production test","on","three discovery wells"
"520","three discovery wells","from","Intan Field"
"520","three discovery wells","similar","others drilled"
"520","others drilled","at","Intan"
"520","others drilled","at","Widuri fields"
"521","Intan Field","estimated reserves","50 million barrels"
"521","Widuri Field","estimated reserves","225 million barrels"
"522","Maxus","owns","Northeast Intan"
"522","Maxus","owns","56 % interest"
"523","Thomas H. Johnson",",","president"
"523","president","of","Coatedboard division"
"523","Coatedboard division","of","Mead Corp"
"523","Thomas H. Johnson","named","president"
"523","president","of","Manville Forest Products Corp"
"523","Manville Forest Products Corp",",","a Manville unit"
"523","Thomas H. Johnson","named","senior vice president"
"523","senior vice president","of","Manville Corp"
"524","Mr. Johnson","succeeds","Harry W. Sherman"
"524","Harry W. Sherman",",","resigned"
"524","resigned",",","both positions"
"525","Manville","is a","building"
"525","Manville","is a","forest products"
"526","Reuben Mark",",","chairman"
"526","chairman","of","Colgate-Palmolive Co"
"526","Reuben Mark","comfortable","with analysts ' estimates"
"526","with analysts ' estimates","that","third-quarter earnings rose"
"526","third-quarter earnings rose","to","between 95 cents and $ 1.05"
"527","Analysts","estimate","Colgate 's world-wide third-quarter sales"
"527","Colgate 's world-wide third-quarter sales","rose","8 %"
"527","Colgate 's world-wide third-quarter sales","rose","to $ 1.29 billion"
"528","Mr. Mark","attributed","earnings growth"
"528","earnings growth","to","strong sales"
"528","strong sales","in","Latin America"
"528","strong sales","in","Asia"
"528","strong sales","in","Europe"
"529","Results","bolstered","increase in operating profit"
"529","increase in operating profit","by","Colgate 's U.S. business"
"530","Operating profit","at","Colgate"
"530","Colgate","'s","U.S. household products"
"530","Colgate","'s","personal-care businesses"
"530","Operating profit","jumped","25 %"
"530","25 %","in","the quarter"
"531","Colgate","'s","household products business"
"531","household products business","includes","Fab laundry detergent"
"531","household products business","has been","weak performer"
"532","racehorse","do n't come","warranties"
"533","three","of","dozen horses"
"533","veteran trainer","at","Laurel , Md . , track"
"533","Laurel , Md . , track","offers","neophytes"
"533","three","won","sizable purses"
"533","Laurel , Md . , track","offers","tour"
"533","tour","of","horse barn"
"534","filly","wheezing from","cold"
"534","filly","another","splints"
"534","splints","its","legs"
"535","Cap Hershey","a","Lexington horse farmer"
"535","Cap Hershey","one of","investors"
"535","investors","bought","Spendthrift"
"536","investors","spend","15,000 or more"
"536","investors","own","racehorse"
"536","15,000 or more","own","racehorse"
"536","investors","in","partnership"
"537","yearling sale","horse for","few thousand dollars"
"538","horse","'s","maintenance"
"538","maintenance","on","average"
"538","maintenance","costs","$ 25,000 a year"
"539","Rally 's","a","fast-food chain"
"539","Rally 's","based","Louisville"
"539","Louisville",",","Ky"
"539","Mr. Sugarman","failed to","disclose"
"539","two other company directors","failed to","disclose"
"539","disclose","to","Securities and Exchange Commission"
"539","disclose","acquire","Rally stake"
"540","trusts","in","children"
"540","children","of","James Patterson"
"540","James Patterson","founder","company"
"540","trusts","ties to","Wendy 's International Inc"
"541","group","controls","Rally 's stock"
"541","group","controls","40 %"
"541","40 %","of","Rally 's stock"
"542","Vitro S.A","of","Monterrey"
"542","Monterrey",",","Mexico"
"542","THR Corp","entered","loan agreements"
"542","loan agreements","with","Vitro"
"542","Vitro","offer","21.25-a-share tender"
"542","21.25-a-share tender","for","Anchor Glass Container Corp"
"543","Security Pacific National Bank","agreements","Jenrette Securities Corp"
"543","Jenrette Securities Corp","affiliate","Donaldson , Lufkin"
"544","loan agreement","with","funds"
"544","funds","permit","purchase"
"544","purchase","of","shares"
"544","shares","of","Anchor"
"544","funds","permit","payment"
"544","payment","of","costs"
"545","agreements","require","waiver"
"545","Anchor","obtain","waiver"
"545","waiver","from","bank lenders"
"545","waiver","of","covenant defaults"
"546","Vitro","extended","offer"
"546","offer","extended","5 p.m"
"547","Egon Krenz","country","new leader"
"547","Egon Krenz","talks with","Gorbachev"
"547","Gorbachev",",","Soviet leader"
"547","East Germans","in","streets"
"547","streets","of","Leipzig"
"547","streets","of","Halle"
"547","East Germans","call for","freedoms"
"547","East Germans","call for","legalization"
"547","legalization","of","New Forum"
"548","Compaq Computer Corp","said","net income"
"548","net income","rose","51 %"
"548","net income","rose","third quarter"
"548","net income","bolstered by","investment"
"548","investment","in","a disk-drive maker"
"548","net income","reflecting","continued growth"
"548","continued growth","in","European operations"
"549","latest quarter 's results","included","pretax gain"
"549","pretax gain","of","$ 13.7 million"
"549","pretax gain","of","20 cents a share"
"549","pretax gain","in","carrying value"
"549","carrying value","of","company 's investment"
"549","company 's investment","in","Conner Peripherals Inc"
"549","pretax gain","of","$ 7.6 million"
"549","pretax gain","of","11 cents a share"
"549","pretax gain","from the sale","one million Conner shares"
"550","Net","for","year-earlier nine months"
"550","Net","included","gain"
"550","gain","of","$ 9.7 million"
"550","gain","of","15 cents a share"
"550","gain","in","carrying value"
"550","carrying value","of","Conner investment"
"551","Michael Swavely",",","president"
"551","president","of","North America division"
"551","Michael Swavely","attributed","third-quarter performance"
"551","third-quarter performance","increases","international sales"
"551","international sales","accounted for","43 %"
"551","43 %","of","company 's sales"
"551","international sales","accounted for","74 % increase"
"551","74 % increase","from","a year earlier"
"552","Compaq","purchased","former Wang Laboratories manufacturing facility"
"552","Stirling",",","Scotland"
"552","Compaq",",","third quarter"
"552","former Wang Laboratories manufacturing facility","used","international service"
"552","former Wang Laboratories manufacturing facility","used","repair operations"
"553","Compaq","increase","manufacturing capacity"
"553","manufacturing capacity","of","plant"
"553","plant","in","Erskine"
"553","Erskine",",","Scotland"
"554","Compaq shares","fell","$ 1.625"
"554","Compaq shares","to","$ 108.625"
"554","Compaq shares","trading","yesterday"
"554","Compaq shares","trading","New York Stock Exchange"
"555","Chandler Insurance Co","expects to report","third-quarter net income"
"555","third-quarter net income","jumped","97 %"
"555","third-quarter net income",",","$ 2.8 million"
"555","third-quarter net income",",","51 cents a share"
"556","W. Brent LeGere",",","chairman"
"556","W. Brent LeGere",",","chief executive officer"
"556","W. Brent LeGere","expects","revenue"
"556","revenue","in","latest quarter"
"556","revenue","total","about $ 28 million"
"557","Japanese consumer electronics industry","backing from","Japanese government"
"557","start-up","compete with","Japanese consumer electronics industry"
"557","start-up","small help","government"
"558","Photonics Technology Inc","of","Northwood"
"558","Northwood",",","Ohio"
"558","Photonics Technology Inc","use","plasma technology"
"558","plasma technology","on","TV display"
"558","TV display","is","40 inches in diameter"
"559","Planar Systems Inc","of","Beaverton"
"559","Beaverton",",","Ore"
"559","Planar Systems Inc","with","$ 20 million"
"559","$ 20 million","in","annual revenue"
"560","Ovonic Imaging Systems Inc","of","Troy"
"560","Troy",",","Mich"
"560","Magnascreen Corp","of","Pittsburgh"
"560","Ovonic Imaging Systems Inc","developing","flat-panel screens"
"560","Magnascreen Corp","developing","flat-panel screens"
"560","flat-panel screens","called","active-matrix liquid crystal displays"
"561","Zenith Electronics Corp","collaborating","Toshiba"
"561","Toshiba","on","computer displays"
"562","General Electric Co","sold off","interests"
"562","interests","in","liquid-crystal displays"
"562","General Electric Co","sold off","Thompson-CSF"
"562","Thompson-CSF","of","France"
"563","Zvi Yaniv",",","president"
"563","president","of","Ovonic Imaging"
"564","Knight Foundation","of","Akron"
"564","Akron",",","Ohio"
"564","Knight Foundation","established","national commission"
"565","Capcom Futures","failed to","document trades"
"565","document trades","between","Capcom Futures"
"565","document trades","between","entities"
"565","entities","controlled by","Capcom Futures"
"566","Della Femina McNamee","created","Joe Isuzu"
"566","Della Femina McNamee","announced","restructuring"
"566","restructuring","removes","advertising business"
"566","restructuring","selling","advertising unit"
"566","restructuring","selling","Eurocom"
"567","restructuring","transforms","WCRS"
"567","creator of advertising","into","advertising time and space"
"567","WCRS","primarily","creator of advertising"
"567","WCRS","largest","buyers"
"567","buyers","of","advertising time and space"
"568","advertising time","buy","in bulk"
"569","Eurocom","move gives","strong U.S. foothold"
