index,s1,r,s2
"85","sister bar","to","Alinea"
"85","Aviary","’ s","restaurants"
"85","Aviary","publish","cookbook"
"85","Aviary","to","Kickstart"
"85","Kickstarter","surpassed","original goal of raising $ 50,000"
"85","3,640 people","donated","$ 423,627"
"85","Kokonas","explained","cookbook publishing industry"
"85","Aviary","pocket","profit"
"85","cocktail book","’ s","Kickstarter"
"86","functional restaurant","of","American diet"
"86","Edward Hopper ’ s Nighthawks","downing","coffee"
"86","Edward Hopper ’ s Nighthawks","downing","cherry pie"
"86","Double R of Twin Peaks",",","symbolism of diners"
"86","Double R of Twin Peaks","is","U.S. mythology"
"86","American Diner Museum","defines","humble restaurants"
"86","humble restaurants","been","small businesses"
"86","small businesses","for","entrepreneurs"
"86","entrepreneurs","including","immigrants"
"86","entrepreneurs","become","their own bosses"
"87","Gordon Ramsay","open","restaurants"
"87","Gordon Ramsay","in","America"
"87","Gordon Ramsay","in","New Orleans"
"87","Gordon Ramsay","in","Baltimore"
"87","Financial Times","points out","four hit venues"
"87","four hit venues","in","Las Vegas"
"87","four hit venues","in","Atlantic City casino/resorts"
"87","restaurants","be","Gordon Ramsay BurGR"
"87","restaurants","be","Gordon Ramsay Pub & Grill"
"87","Gordon Ramsay","by","long-running Fox show Hell ’ s Kitchen"
"88","international","going","international"
"88","Lucas Peterson","host","Dining on a Dime"
"88","Lucas Peterson","’ s","never-ending cheap eats adventure"
"88","Lucas Peterson","cross","Atlantic"
"88","Lucas Peterson","to","London"
"88","Malaysian/Indonesian food","at","Roti King"
"88","Dining on a Dime","airing","DAYTK"
"88","DAYTK","on","YouTube"
"88","Dining on a Dime","on","Eater"
"88","Dining on a Dime","on","Facebook"
"89","Eater","reported","Gordon Ramsay"
"89","Core by Clare Smyth","in","London"
"89","Bloomberg ’ s Richard Vines","reported","Twitter"
"89","Bloomberg ’ s Richard Vines","Speaking","The Caterer"
"89","Clare Smyth","became","first female chef"
"89","first female chef","in","UK"
"89","first female chef","with","three Michelin stars"
"89","three Michelin stars","at","Restaurant Gordon Ramsay"
"89","The Caterer","According","Core by Clare Smyth"
"90","restaurants","eat in","restaurants"
"90","survey","disability","disability"
"90","survey","of","discrimination"
"90","Disabled people","eat with","equal access"
"90","Chloe Konicki","having","low vision"
"90","Chloe Konicki","being","hard of hearing"
"90","Gary Arnold","in","Chicago"
"90","Candace Coleman","uses","powered wheelchair"
"90","Gary Arnold","is","Little Person"
"90","Gary Arnold","’ s","president of Little People of America"
"91","Nick Solares","host","Meat Show"
"91","Nick Solares","of","London"
"91","Nick Solares","visit to","Pitt Cue Co"
"91","Pitt Cue Co","try","great pork chops in the world"
"91","Pitt Cue Co","is","about pigs"
"91","co-owners Jamie Berger","started","Pitt Cue Co"
"91","Tom Adams","started","Pitt Cue Co"
"91","Pitt Cue Co","evolved into","small restaurant"
"91","Pitt Cue Co","in","Soho"
"91","Pitt Cue Co","supplied by","farm in Cornwall run by Adams"
"92","hottest museum","In","San Francisco"
"92","hottest museum","of","2018"
"92","hottest museum","sold out","six-month run"
"92","hottest museum","featured","unicorn sculpture"
"92","unicorn sculpture","in","rainbow-painted room"
"92","unicorn sculpture","designed to celebrate","cohesion , diversity , and inclusivity"
"92","hottest museum","featured","room with giant fake popsicles"
"92","room with giant fake popsicles","stuck into","walls"
"92","hottest museum","in","Manhattan"
"92","stunty Museums","are not","museums"
"93","Walt Disney World ’ s former Downtown Disney","into","glimmering outdoor promenade"
"93","Disney Springs","doesn ’ t require","admission"
"93","Disney Springs","is","sprawling waterfront mall"
"93","sprawling waterfront mall","split into","four pleasantly themed “ neighborhoods"
"93","Disney Springs","as","culinary destination"
"93","culinary destination","with","lively bars"
"93","culinary destination","with","impressive"
"93","sprawling waterfront mall","’ s","shopping"
"93","sprawling waterfront mall","’ s","entertainment"
"94","breakfast","At","Walt Disney World"
"94","Hot dogs","are","breakfast"
"94","everything","qualifies as","breakfast"
"94","last night ’ s desserts","double","sugary morning fare"
"94","Dole Whip stand","opens","earlier"
"94","sitting down","to","full meal"
"94","sustenance","required for","long day ahead"
"94","we","highlighted","best breakfast tacos"
"95","Christmas week","on","Top Chef Kentucky"
"95","cheftestepants","compete in","yuletide challenges"
"95","yuletide challenges","from","guest stars"
"95","Nini","stoked about","elimination challenge win"
"95","Eddie","can ’ t get over","ill-advised Whole Foods lamb purchase"
"95","Eddie","threw","fellow teammates"
"95","fellow teammates","under","bus"
"95","Brandon","bond","Brian"
"95","Brandon","obsessed with","hair"
"95","Brian","obsessed with","hair"
"96","Walt Disney World","like","resort"
"96","Walt Disney World","Finding","exemplary dining experience"
"96","Walt Disney World","boasts","standout and even destination-worthy dishes"
"96","celebrity chefs","packing","Disney Springs downtown area"
"96","Disney expert Carlye Wisel","says","Disney Springs downtown area"
"96","Disney Springs downtown area","packing","cultural cuisines"
"96","Mobile Order","to","Fast Pass the restaurant lines"
"96","Disney expert Carlye Wisel","taking","one-time Eater favorites"
"96","one-time Eater favorites","like","buffalo chicken sliders , gyro flatbreads"
"96","one-time Eater favorites","like","chicharrones , falafel , hoisin ribs"
"98","you","need","caffeine"
"98","you","survive","Disney"
"98","Sticky-hot heat","call","iced coffee"
"98","crowded parks","call","iced coffee"
"98","iced coffee","at","Joffrey 's outposts"
"98","iced coffee","'s","super sweet"
"98","Starbucks","for","true iced coffee"
"98","Royal Anandpur Tea Company","offers","good teas"
"98","Critic Bill Addison","liked","ti kwan yin oolong"
"98","Royal Anandpur Tea Company","including","green tea and a low-caffeine Silver Needle white"
"99","Hooters",",","OG “ breastaurant ” chain"
"99","Hooters","serves up","women"
"99","Hooters","serves up","baskets of chicken wings"
"99","Tampa Bay Times","According to","Hooters"
"99","Hooters","launch","Hoots , A Hooters Joint"
"99","greatest hits ” version","of","Hooters menu"
"99","Lizz Harmon","to","chain spokeswoman"
"99","Hoots","in","Chicago suburb"
"99","Hoots","serve","alcohol along with wings"
"100","Sushi purists","in","Japan"
"100","Sushi purists","have","problem"
"100","problem","with","novelty candy"
"100","novelty candy","from","Nestl é"
"100","Kit Kat , the chocolate-coated wafer bar","in","form of sushi"
"100","varieties","are","tuna"
"100","varieties","are","tamago ( egg )"
"100","varieties","are","uni"
"100","sweet sushi","at","Kit Kat specialty shop"
"100","Kit Kat specialty shop","opening","Tokyo ’ s Ginza district"
"101","Taco Bell ’ s boozy expansion","include","Orange County"
"101","OC Register","reporting","new location"
"101","new location","of","Taco Bell Cantina"
"101","Taco Bell Cantina","sprucing up","interior"
"101","Taco Bell Cantina","opening up","kitchen"
"101","Taco Bell Cantina","adding","license to sell alcohol"
"101","Taco Bell Cantina","in","Las Vegas , Chicago , San Francisco , and Austin. Heck , even Boston"
"101","Southern California","get","tapas-style menu and Taco Bell favorites"
"101","Taco Bell Cantina","take over","Original Pizza"
"101","Original Pizza","in","Newport Beach , a 53-year-old restaurant operating on Balboa Peninsula"
"102","Noodles & Company","Colorado-based","Colorado-based"
"102","Noodles & Company","announced","malware"
"102","malware","targeted","Noodles & Company"
"102","Noodles & Company","locations","27 states and Washington"
"102","Noodles & Company","working with","United States Secret Service"
"102","United States Secret Service","investigate","malware"
"103","Amazon","revealed","Happy Belly coffee"
"103","Happy Belly coffee","crafted from","Arabica beans"
"103","Arabica beans","sourced from","Central and South America"
"103","Amazon","release of","Dash Button devices"
"103","Dash Button devices","available for","Peet 's"
"103","Dash Button devices","available for","Starbucks"
"103","Dash Button devices","available for","Maxwell House"
"103","Dash Button devices","available for","Illy"
"104","Chipotle","released","chorizo"
"104","chorizo","billed as","sausage"
"104","sausage","seasoned with","cumin"
"104","sausage","seasoned with","paprika"
"104","sausage","seasoned with","chipotle"
"104","Eater NY","critics","Robert Sietsema"
"104","Eater NY","critics","Ryan Sutton"
"104","Robert Sietsema","sent","Chipotle"
"104","Ryan Sutton","sent","Chipotle"
"105","Forbes","released","ranking of America 's richest families"
"105","ranking of America 's richest families","includes","Waltons"
"105","ranking of America 's richest families","includes","Kochs"
"106","Vermont","implement","mandatory GMO labeling"
"106","Bloomberg","reports","mandatory GMO labeling"
"106","Coca-Cola","products","Coke"
"106","Coca-Cola","products","Diet Coke"
"106","Coca-Cola","products","Coke Zero"
"106","Coca-Cola","brands","Mello Yello"
"106","Coca-Cola","brands","Inca Kola"
"106","Coca-Cola","brands","Pibb Extra"
"106","Coca-Cola","brands","Fruitopia"
"106","Congress","debate","mandatory GMO labeling"
"107","Australian","burger chain","Mr Burger"
"108","Boston Beer Company","makes","Sam Adams"
"108","Sam Adams","submitted","trademark application"
"108","trademark application","for","BREXIT"
"108","BREXIT","concept","hard cider"
"108","Oregon","’ s","Portland Brewing Co"
"108","Portland Brewing Co","launches","Governator Ale"
"108","Governator Ale","commemorate","Arnold Schwarzenegger"
"109","Police","in","Milwaukee"
"109","Police","looking for","man"
"109","man","shot at","Taco Bell"
"109","McDonald","in","Utah"
"109","Jack in the Box","in","California"
"110","Hi-C","resurrected","Ecto Cooler"
"110","PepsiCo","reveals","Crystal Pepsi"
"110","Crystal Pepsi","in","Canada"
"110","Crystal Pepsi","in","U.S"
"110","PepsiCo","launch","Crystal Pepsi Trail"
"110","Crystal Pepsi Trail","version","Oregon Trail"
"111","Kris Yenbamroong","opening","Night + Market Sahm"
"111","Sarah Yenbamroong","opening","Night + Market Sahm"
"111","Night + Market Sahm","has been","long in the works"
"111","Kris Yenbamroong","took over","Thai restaurant on Lincoln Boulevard"
"111","Sarah Yenbamroong","took over","Thai restaurant on Lincoln Boulevard"
"111","Night + Market Sahm","opening","this Friday"
"112","Trump administration ’ s Department of Labor","announced","roll back regulations"
"113","La Moon","in","Miami ’ s Brickell neighborhood"
"113","Baby Moon Perro","served with","mozzarella"
"113","Baby Moon Perro","served with","potato sticks"
"113","Baby Moon Perro","served with","bacon"
"113","Baby Moon Perro","served with","quail egg"
"114","Anheuser-Busch InBev","temporarily halted","beer production"
"114","Anheuser-Busch InBev","will note these good deeds in","commercial"
"114","commercial","scheduled to air during","this year ’ s NFL championship game"
"114","commercial","depicts","AB InBev employees"
"114","Morgan Freeman","shilling for","Mountain Dew"
"114","David Schwimmer","representing","Skittles"
"115","Everybody Loves Raymond","creator","Phil Rosenthal"
"115","disturbing trend","of","Tide Pod consumption"
"115","New York ’ s","grossest dive","Continental Bar"
"115","Continental Bar","grammar-shaming","customers"
"115","Dave Chang ’ s","delivery-only","Ando"
"115","Dave Chang ’ s","opening","Majordomo"
"116","Amazon","bought","Whole Foods"
"116","Amazon","sporting","empty shelves"
"116","complaints","at","Whole Foods"
"116","Whole Foods","new","inventory management system"
"116","Business Insider","interviewed","Whole Foods employees"
"117","Crock-Pot","a","ceramic white oval"
"117","Crock-Pot","belonged to","mother"
"118","Amazon","bought","Whole Foods"
"118","Amazon","began selling","private-label 365 products"
"118","private-label 365 products","quickly became","biggest sellers"
"118","Amazon","hawking","its goods"
"118","Amazon","in","Whole Foods parking lots"
"118","Amazon ’ s Treasure Truck","been around since","2016"
"118","Amazon ’ s Treasure Truck","visit","Whole Foods parking lots"
"118","Amazon ’ s Treasure Truck","selling","things"
"118","Amazon ’ s Treasure Truck","selling","Instant Pot"
"119","California","passed","paid family leave laws"
"119","Rhode Island","passed","paid family leave laws"
"119","New Jersey","passed","paid family leave laws"
"119","New York","passed","paid family leave laws"
"119","District of Columbia","passed","paid family leave laws"
"119","Trump","encouraged","lawmakers"
"119","Trump","daughter","Ivanka"
"119","Trump","met with","Republican lawmakers"
"120","PepsiCo","owns","Doritos"
"120","PepsiCo","owns","Mountain Dew"
"120","Game of Thrones","star","Peter Dinklage"
"120","Peter Dinklage","walks through","spooky mansion"
"120","Peter Dinklage","lip-syncing","Busta Rhymes ’ s verse"
"120","Peter Dinklage","munching on","Doritos Blaze"
"120","Morgan Freeman","sipping on","Mountain Dew Ice"
"120","Morgan Freeman","lip-syncing","Missy Elliott ’ s “ Get Ur Freak On. ”"
"121","ChefSteps","is","A food and technology company"
"121","ChefSteps","based in","Seattle"
"122","Michael Brown","was","African-American"
"123","Guy Fieri","was at","Coachella"
"123","Lea Michele","was a","guest judge on Top Chef in 2013"
"123","Lea Michele","wrote a","lifestyle book"
"124","people","Amidst","Hurricane Harvey"
"124","people","of","Texas"
"124","people","banding","together"
"124","Store manager Shayda Habib","from","Pizza Hut"
"124","Pizza Hut","in","Sugar Land"
"124","Pizza Hut","baked","pies"
"124","Pizza Hut","to","people"
"124","people","due to","flooding"
"124","Store manager Shayda Habib","told","local news station KPRC"
"124","Store manager Shayda Habib","told","Houston Chronicle"
"125","Kitchen Arts & Letters","through","Twitter"
"125","Kitchen Arts & Letters","The","New York City bookstore"
"125","New York City bookstore","selling","“ Nancy Drew Cookbook ”"
"125","“ Nancy Drew Cookbook ”","written by","author Carolyn Keene"
"125","recipe titles","like","Captive Biscuits"
"125","recipe titles","like","Dancing Puppet Parfait"
"125","author Carolyn Keene","was","ghostwriters"
"125","ghostwriters","wrote","mysteries over the years"
"126","researchers","University of Chicago","University of Chicago"
"126","researchers","trained","neural network"
"126","neural network","churn out","fake reviews"
"126","AI bots","churning out","realistic write-ups"
"126","AI bots","on","Amazon"
"126","AI bots","on","Yelp"
"126","AI bots","on","TripAdvisor"
"126","ACM Conference","on","Computer and Communications Security"
"127","Lawsuits","against","fast-food restaurants"
"127","woman","McDonald","McDonald"
"127","woman","won","$ 2.86 million"
"127","woman","spilling","nearly-boiling hot coffee"
"127","Starbucks","receiving","similar hot coffee lawsuits"
"127","Starbucks","blamed","faulty lids"
"127","faulty lids","on","Starbucks coffee"
"127","nearly-boiling hot coffee","on","woman"
"128","Koreatown","been","place for regional specialties"
"128","Jae Bu Do","Los Angeles","Los Angeles"
"128","Jae Bu Do","named after","island off the west coast"
"128","island off the west coast","of","Korean Peninsula"
"128","Jae Bu Do","is","places"
"128","places","can find","grilled tabletop shellfish"
"128","grilled tabletop shellfish","called","jogaegui"
"128","Korea","is","country"
"128","K-Town , host Matthew Kang","joins","Dining on a Dime host Lucas Peterson"
"128","K-Town , host Matthew Kang","in","LA ’ s Koreatown"
"129","organic fast-casual concept Grown","’ s","organic fast-casual concept Grown"
"129","members","Walmart ’ s development team","Walmart ’ s development team"
"129","members","about","Miami-based restaurant ’ s mission"
"129","Shannon Allen","and","her husband"
"129","her husband",",","two-time NBA champion Ray Allen"
"129","certified organic meals","in","five minutes"
"129","organic fast-casual concept Grown","with","six locations"
"129","organic fast-casual concept Grown","in","Walmart Supercenter"
"129","Walmart Supercenter","in","Orlando"
"129","Walmart","in","rapidly changing industry"
"130","The Great British Bake Off","of","The Great British Bake Off"
"130","The Great British Bake Off","switching","networks"
"130","The Great British Bake Off","losing","Mary Berry"
"130","The Great British Bake Off","losing","Mel Giedroyc"
"130","The Great British Bake Off","losing","Sue Perkins"
"130","The Great British Bake Off","of","UK cooking competition show"
"130","The Great British Bake Off","replacement hosts","Noel Fielding"
"130","The Great British Bake Off","replacement hosts","Sandi Toksvig"
"130","Bake Off 2.0",",","Channel 4 ’ s new iteration of the program"
"130","Bake Off 2.0","made","UK debut"
"131","pizzeria","open","pizzeria"
"131","pizzeria","in","Raleigh"
"131","Instagram account",",","Pooleside Pie"
"131","Pooleside Pie","located next to","Poole ’ s Diner"
"131","Poole ’ s Diner","’ s","French-meets-Southern restaurant"
"131","Poole ’ s Diner","’ s","member of the National 38"
"131","Poole ’ s Diner","’ s","the Southern 38"
"131","Instagram accounts","reveals","North Carolina chef Ashley Christensen"
"131","North Carolina chef Ashley Christensen","in","Naples"
"131","Pooleside Pie","join","Raleigh restaurants"
"132","plane","towing","banner"
"132","banner","for","Vintage seltzer"
"132","photographs","of","Topo Chico bottles"
"132","I","saw","plane"
"132","I","at","beach"
"132","I","was accosted by","photographs"
"132","Topo Chico bottles","sweating","lasciviously"
"133","Dinner","at","Duna"
"133","We","scroll","Trump-strewn newsfeeds"
"133","Duna","’ s","Hungarian"
"133","Duna","’ s","restaurant"
"133","Duna","’ s","homey"
"133","Duna","’ s","hearty"
"133","Duna","with","menu"
"134","Aptos Village","outside","Santa Cruz"
"134","Aptos Village","in","Aptos"
"134","Santa Cruz","in","Aptos"
"134","Aptos Village","get a boost from","David Kinch"
"134","three Michelin-starred Manresa","in","Los Gatos"
"134","Aptos Village","adding","tenants"
"134","tenants","coming locations from","Penny Ice Creamery"
"134","New Leaf Community Market","in","Santa Cruz"
"134","New Leaf Community Market","in","Capitola"
"134","New Leaf Community Market","a","grocer"
"135","Netflix","at you","Chef 's Table"
"135","Chef 's Table","debut","first season"
"135","six episodes","of the","second season"
"135","second season","available","second season"
"135","first season","following","Dan Barber"
"135","first season","following","Francis Mallmann"
"135","first season","following","Massimo Bottura"
"135","first season","following","Magnus Nilsson"
"135","first season","following","Niki Nakayama"
"135","first season","following","Ben Shewry"
"136","Gail Halvorsen","pilot for","United States Air Force"
"136","Gail Halvorsen","during","World War II"
"136","Gail Halvorsen","took part in","Berlin Airlift"
"136","Berlin","controlled","Russian forces"
"136","United States Air Force","flew missions over","Berlin"
"136","Gail Halvorsen","known","Uncle Wiggly Wings"
"136","Gail Halvorsen","dropped","chocolate"
"136","chocolate","in","Berlin"
"137","European Union","investigation","Anheuser-Busch InBev"
"137","Anheuser-Busch InBev","in","Belgium"
"137","Anheuser-Busch InBev","behemoth","Beer"
"137","European Union","competition commissioner","Margrethe Vestager"
"137","Anheuser-Busch InBev","breach of","Article 102"
"137","Article 102","of","Treaty on the Functioning of the European Union"
"138","Italian authorities","fining","Deoleo"
"138","Italian authorities","fining","Lidl and Pietro Coricelli"
"138","Deoleo","owns","Bertolli"
"138","Deoleo","owns","Sasso"
"138","Deoleo","owns","Carapelli"
"138","Deoleo","brands","olive oil"
"138","Lidl and Pietro Coricelli","was fined","€ 550,000"
"138","Deoleo","was fined","€ 300,000"
"139","Italian lawmakers","cracking down on","olive oil fraud"
"139","olive oil fraud","industry for","Mafia"
"139","olive oil fraud","brings in","$ 16 billion annually"
"140","oil","available in","U.S. supermarkets"
"140","extra-virgin","diluted with","cheaper oils"
"140","U.S. lawmakers","urged","FDA"
"141","Food & Drug Administration","consumer update","unbaked cookie dough"
"141","unbaked cookie dough","possible","salmonella"
"141","salmonella","from","eggs"
"141","unbaked cookie dough","contaminated","E. coli"
"141","E. coli","from","flour"
"141","General","recall","flour"
"141","General","brand","Gold Medal"
"141","General","brand","Signature Kitchen"
"141","Gold Medal","linked to","E. coli"
"141","Signature Kitchen","linked to","E. coli"
"142","Taylor Stewart","works at","IHOP"
"142","IHOP","in","Enid"
"142","Taylor Stewart","told","KFOR"
"143","omakase menus","will cost","$ 300 or $ 400"
"143","Masaki Saito","is known to make","the meal a memorable one"
"143","the meal a memorable one","because of","poignant guest interactions and laid back sense of humor"
"144","Northeast Fremont burger bar Stanich ’ s","was","sports bar"
"144","Northeast Fremont burger bar Stanich ’ s","opening in","1949"
"144","cheeseburger","named","best burger in America"
"144","Thrillist","named","best burger in America"
"144","Northeast Fremont burger bar Stanich ’ s","closed","for good"
"144","Willamette Week story","revealed","Owner Steve Stanich"
"144","history of abusive , manipulative , and petty treatment","of","employees"
"144","history of abusive , manipulative , and petty treatment","of","family members"
"145","Mochi — pounded sticky rice","in","US"
"145","Mochi — pounded sticky rice","filled with","ice cream"
"145","Mochi — pounded sticky rice","sold in","freezer section"
"145","freezer section","of","grocery store chain"
"145","Mochi — pounded sticky rice","is","traditional Japanese confectionary"
"145","pastry chef Natsume Aoi","attempt","hand-wrapped mochi"
"145","hand-wrapped mochi","at","New York"
"145","pastry chef Natsume Aoi","at","Morimoto"
"146","Edouardo Jordan","opens","Lucinda Grain Bar"
"146","Edouardo Jordan","opens","Ravenna restaurant"
"146","Lucinda Grain Bar","opens","December 8"
"146","Lucinda Grain Bar","next","Southern restaurant"
"146","Junebaby","be","first bar"
"146","Junebaby","’ s","daytime cafe"
"146","Edouardo Jordan","for","two-time James Beard Award-winning chef and restaurateur"
"146","director of operations , Elmer Dulla","devising","drink menu"
"146","Lucinda Grain Bar","compete with","Canon"
"146","Edouardo Jordan","interested in","experimentation"
"147","keynote speaker","describe","Lipton Brisk sweet tea"
"147","Lipton Brisk sweet tea","contained","55 grams of sugar"
"147","dentist Cristen Kearns","now","professor"
"147","professor","of","dentistry and health policy"
"147","dentistry and health policy","at","University of California"
"147","University of California","at","San Francisco ( UCSF )"
"147","research","funded by","sugar industry and trade groups"
"147","confidential memos","donated to","Colorado libraries"
"147","Colorado libraries","by","Great Western Sugar Company , which went out of business in the 1970s"
"148","Chick-fil-A","at","Rider University"
"148","Rider University","nixed","fast-food chain"
"148","fast-food chain","as","on-campus dining options"
"148","on-campus dining options","because of","anti-gay history"
"148","Chick-fil-A","is","restaurant company"
"148","Chick-fil-A","focused on","food"
"148","Chick-fil-A","focused on","service"
"148","Chick-fil-A","focused on","hospitality"
"148","Chick-fil-A","represent","different backgrounds and beliefs"
"148","Chick-fil-A","represent","120,000 people"
"149","you","tip","server"
"149","you","in","America"
"149","People","outside of","full-service box"
"149","Square","with","mobile tipping platforms"
"149","mobile tipping platforms","prompt","customers"
"149","customers","tip","percentage"
"149","customers","tip","dollar amount"
"149","People","adapt","new dining styles"
"149","you","leave","tip"
"149","tip","on","credit card"
"150","New York City Council Member Ritchie J. Torres","introduce","legislation"
"150","cashless restaurants","accept","payment"
"150","payment","in","plastic"
"150","payment","in","digital forms"
"150","cashless restaurants","snuffed out","payment"
"150","legislation","before","city council members"
"150","fines","on","businesses"
"150","businesses","refused","paper currency"
"150","New York City Council Member Ritchie J. Torres","in","Q&A"
"150","Q&A","with","Grub Street"
"151","president","of","Border Patrol Foundation"
"151","Rob Colburn","downplayed","tear-gassing"
"151","tear-gassing","of","asylum seekers"
"151","tear-gassing","of","migrants"
"151","Rob Colburn","downplayed","US Border Patrol agents"
"151","Fox & Friends","downplayed","Rob Colburn"
"151","Host Steve Doocy","carried on","interview"
"151","Border Patrol Foundation president","On","Fox & Friends"
"151","Border Patrol Foundation president","defends","pepper spraying latinx migrants"
"152","yuletide television specials","across","airwaves"
"152","food TV","hosting","one-off specials"
"152","cooking competition shows","returning","holiday-themed seasons"
"152","guide","to","winter-themed cooking shows"
"152","winter-themed cooking shows","on","NBC"
"152","Hollywood ’ s favorite couple , John Legend and Chrissy Teigen","host","hour-long yuletide extravaganza"
"152","hour-long yuletide extravaganza","featuring","Stevie Wonder"
"152","hour-long yuletide extravaganza","featuring","Zach Galifianakis"
"152","hour-long yuletide extravaganza","featuring","Zach Galifianakis"
"152","hour-long yuletide extravaganza","featuring","Raphael Saadiq , and Kenan Thompson"
"153","Chef/TV host/restaurateur Andrew Zimmern","in","Fast Company interview"
"153","Chef/TV host/restaurateur Andrew Zimmern","his","Minneapolis restaurant Lucky Cricket"
"153","Minneapolis restaurant Lucky Cricket","serve","interpreter of Chinese food for Midwesterners"
"153","Chef/TV host/restaurateur Andrew Zimmern","told","Fast Co. ’ s Mark Wilson"
"153","Chef/TV host/restaurateur Andrew Zimmern","discredited","regional Chinese-American food"
"153","Shanghai-born restaurateur Philip Chiang","sell","Americanized ” version of Chinese cuisine"
"153","Chef/TV host/restaurateur Andrew Zimmern","glossed over","racist , exclusionary policies"
"153","racist , exclusionary policies","of","19th and 20th centuries"
"153","19th and 20th centuries","shaped","cuisine"
"153","Chef/TV host/restaurateur Andrew Zimmern","question","Shanghai-born restaurateur Philip Chiang"
"154","Grant Achatz","posted","Instagram"
"154","Grant Achatz","tagged","David Chang"
"154","Grant Achatz","Chicago-based","Chicago-based"
"154","David Chang","NYC-based","NYC-based"
"154","David Chang","launched","Fuku"
"155","Anthony Bourdain","host","Parts Unknown"
"155","CNN","travelogue","Parts Unknown"
"155","Anthony Bourdain","in","Houston , Texas"
"156","Chipotle","’ s","Tasty Made"
"156","April Bloomfield","unveiled","White Gold"
"156","Ken Friedman","unveiled","White Gold"
"156","White Gold","on","Upper West Side"
"156","New York","’ s","Upper West Side"
"156","April Bloomfield","behind","The Spotted Pig"
"156","Ken Friedman","behind","The Spotted Pig"
"156","April Bloomfield","behind","The Breslin"
"156","Ken Friedman","behind","The Breslin"
"156","April Bloomfield","behind","The John Dory Oyster Bar"
"158","Sqirl","on","Silver Lake"
"158","Silver Lake","neighborhoods","Los Angeles ’ s"
"158","Sqirl","on","Virgil Avenue"
"158","Sqirl","shares with","Twig & Twine"
"158","Sqirl","shares with","Fiestecita Party Supply"
"158","Sqirl","shares with","Marshall Security Training Academy"
"158","Sqirl","shares with","Wah ’ s Golden Hen"
"159","private party","hosted by","Allison Sarofim"
"159","private party","hosted by","Stuart Parr"
"159","New York","’ s","West Village"
"159","private party","theme","Prince"
"159","private party","theme","Richard Prince"
"159","Martha Stewart","stepped out","private party"
"159","Martha Stewart","on","VH1"
"159","Snoop Dogg","on","VH1"
"159","Martha Stewart","alongside","Snoop Dogg"
"160","New York City","’ s","Breads Bakery"
"160","Breads Bakery","baker","Uri Scheft"
"160","Uri Scheft","’ s","rugelach"
"160","Uri Scheft","’ s","Breaking Breads : A New World of Israeli Baking"
"160","rugelach","contains","Nutella"
"161","Laura Patricia Ramirez","came to","United States"
"161","Laura Patricia Ramirez","with","husband Alberto"
"161","Laura Patricia Ramirez","with","month-old baby"
"161","Laura Patricia Ramirez","missing","Mexican community and food"
"161","Laura Patricia Ramirez","felt","homesickness"
"161","husband Alberto","travelled to","Chicago"
"161","husband Alberto","bring","Mexican spices and foods"
"161","husband Alberto","in","Lexington , Kentucky"
"161","Laura Patricia Ramirez","opened","Tortilleria y Taqueria Ramirez"
