index,s1,r,s2
"131","2019 Consumer Electronics Show","in","Las Vegas"
"131","Carlos Ghosn","was the chairman and brains behind","Renault-Nissan-Mitsubishi alliance"
"131","Carlos Ghosn","has since been ousted from","Nissan"
"131","Carlos Ghosn","has since been ousted from","Mitsubishi"
"131","Nissan","re-scheduled","Leaf E-Plus ’ s reveal"
"132","Audi","unveiling","new electric crossovers"
"132","Mercedes","unveiling","new electric crossovers"
"132","BMW","set to reveal","iX3"
"132","i3","may not last beyond","2021"
"132","i8","may not last beyond","2021"
"132","BMW","reveal","i3S"
"132","i3S","with","184 horsepower electric motor"
"132","BMW","set to reveal","updated 2019 i3"
"133","Nissan","has high expectations for","Altima sedan"
"133","Bruce Pillard","Speaking with","The Detroit Bureau"
"133","Nissan","’ s","first use of the VC-Turbo engine"
"133","Ford","axing","Fusion midsize sedan"
"134","Volvo","continuing to sell","V90 wagon"
"134","Volvo","bringing","V60 wagon"
"134","Volvo","builds","V90 CrossCountry"
"134","V90 CrossCountry","is essentially","V90 wagon"
"134","Volvo","will give the CrossCountry treatment to","V60"
"134","Volvo","create","V60 CrossCountry"
"134","V60 CrossCountry","including","special off-road mode"
"134","V60 CrossCountry","including","hill descent control"
"134","V60 CrossCountry","including","electronic stability control"
"134","V60 CrossCountry","including","corner traction control"
"135","Porsche","will strive to be","fully electric automaker"
"135","Porsche","wants its lineup to feature","electric vehicles"
"135","Porsche","will continue to offer","911"
"135","911","with","internal combustion engine"
"135","Porsche","’ s","CEO Oliver Blume"
"136","Rezvani","behind","Beast"
"136","Rezvani","announced","6.2-liter supercharged V8"
"136","6.2-liter supercharged V8","from","Dodge Challenger SRT Hellcat"
"136","6.2-liter supercharged V8","previously announced for","Military Edition"
"136","6.2-liter supercharged V8","offered in","Tank X"
"136","6.2-liter supercharged V8","more potent than","6.4-liter Hemi V8"
"136","6.4-liter Hemi V8","with","500 hp"
"136","3.6-liter V6","with","285 hp"
"137","subcompact A-Class","on sale for the first time in","North America"
"137","A-Class","sold alongside","CLA"
"137","CLA","look outdated alongside","A-Class"
"137","A-Class","sold in","front-wheel-drive A220"
"137","A-Class","sold in","all-wheel-drive A220 4Matic"
"137","A-Class","will be comparable to","E-Class"
"137","A-Class","will be comparable to","CLS-Class"
"137","CLA","will be comparable to","E-Class"
"137","CLA","will be comparable to","CLS-Class"
"137","CLA","more stylish and high-end than","A-Class"
"138","Honda","released official photos and specs of","2019 Civic coupe and sedan"
"138","Sport trim","for","2019 Civic coupe and sedan"
"138","Honda","released pricing for","2019 Civic"
"138","2019 Honda Civic LX sedan","starts at","$ 20,345"
"138","2.0-liter four-cylinder engine","with","158 hp"
"138","2.0-liter four-cylinder engine","paired to","six-speed manual transmission"
"138","2019 Civic LX coupe","only available with","CVT"
"138","2019 Civic LX coupe","starts at","$ 21,545"
"138","Civic LXs","come with","electronic parking brake"
"138","Civic LXs","come with","7-inch digital instrument cluster"
"139","General Motors","’ s","director of global digital transformation"
"139","director of global digital transformation",",","Saejin Park"
"139","Association of National Advertisers","(","ANA"
"139","4G LTE WiFi","featured in","GM vehicles"
"140","Volkswagen","at","Chicago Auto Show"
"140","Volkswagen","unveiled","Arteon"
"140","Volkswagen","discontinued","Passat CC"
"140","Arteon","based on","MQB platform"
"140","MQB platform","underpins","Atlas"
"140","Douglas Sonders","at","Petersen Automotive Museum"
"141","China","is host to","Byton"
"141","Byton","raised","500 million"
"141","Byton","build","SUV"
"141","Nio Capital","backed by","NIO"
"141","Nio Captial","managing partner","Ian Zhu"
"141","Nio","has","EVs"
"142","Volkswagen","killed off","Golf GTI"
"142","Volkswagen","killed off","Golf R"
"142","VW","'s","Seat"
"142","Seat","killed off","Leon"
"142","Seat","killed off","Mii"
"142","VW","announced the end of","Beetle"
"142","VW","announced the end of","Polo"
"142","VW","announced the end of","Scirocco"
"142","VW","announced the end of","Audi A3"
"143","BMW","launched","X5"
"143","BMW","expanding","crossovers"
"143","BMW","expanding","slantback coupe"
"143","BMW","testing","X7"
"143","X7","in","hot temperatures"
"143","X7","in","deep freeze"
"143","X7","in","congested city streets"
"144","Volkswagen","at","Caravan Salon"
"144","Grand California","wo n't be sold in","California"
"144","Grand California","competes in","six-meter class of vans"
"144","Grand California","features","kitchen"
"144","Grand California","features","sleeping area"
"144","Grand California","features","bunk bed"
"144","Grand California","features","bathroom"
"144","Volkswagen","sold a campervan in","2003"
"145","Ford","reviving","Territory SUV"
"145","Territory SUV","won ’ t be coming to","America"
"145","Territory SUV","built exclusively for","Chinese market"
"145","Ford","joint venture with","Jiangling Motors Corporation"
"145","Ford Territory","rebadged version of","JMC Yusheng S330"
"145","Ford Territory","with","hybrid system"
"146","Ford","experience holdups at","Chinese port"
"146","Mercedes","plant in","Tuscaloosa , Alabama"
"146","BMW","plant in","Spartanburg , South Carolina"
"146","Mercedes GLS","built in","US"
"146","GLE","built in","US"
"146","Mercedes GLS","may have a","safety risk"
"146","GLE","may have a","safety risk"
"146","BMW","recall","X3"
"146","BMW","recall","X4"
"147","Rolls-Royce","’","Cullinan"
"147","Cullinan","At","325,000"
"147","Cullinan","get","V12 engine"
"147","V12 engine","producing","563 horsepower"
"147","Cullinan","twice as much","SVAutobiography"
"147","SVAutobiography","at","177,000"
"148","Hot Wheels","its","50th anniversary"
"148","50th anniversary","at","SEMA"
"148","Chevrolet Camaro","paint","Orange Crush"
"148","Chevrolet Camaro","paint","Satin Graphite stripes"
"148","Mattel",",","Hot Wheels"
"148","Hot Wheels","reproductions","Original Sweet 16"
"148","five","of","Original Sweet 16"
"148","Original Sweet 16","in","candy metallic"
"149","Aston Martin","’","Valkyrie"
"149","Valkyrie","developed","Red Bull Racing"
"149","Aston Martin","with","Red Bull Racing"
"149","Valkyrie","meet","safety requirements"
"149","Valkyrie","meet","road laws"
"149","Andy Palmer","’","Aston Martin"
"149","Valkyrie","not the only","F1-tech"
"149","Mercedes-AMG","’","Project One"
"149","Project One","designed","F1-tech"
"150","G-Class","debut","Detroit Auto Show"
"150","Mercedes","at","Detroit Auto Show"
"150","G-Class","entered","production"
"150","G-Class","introduced","1979"
"150","G-Class","built","by hand"
"150","G-Class","built","Graz"
"150","Graz",",","Austria"
"150","Magna Steyr",",","production partner"
"151","Audi","pulled out","Detroit Auto Show"
"151","Volkswagen","Paris Motor Show","Paris Motor Show"
"151","VW","'s","emissions-cheating scandal"
"151","VW","scaled back","brand presentations"
"151","brand presentations","at","Frankfurt"
"151","Volkswagen","host","communications activities"
"151","communications activities","in","Paris"
"151","VW","'s","Audi"
"151","Audi","skipped","Frankfurt show"
"152","Bloodhound SSC","development","jet car"
"152","jet car","completed","test run"
"152","test run","at","200 mph"
"152","Andy Green",",","RAF Wing Commander"
"152","Andy Green","previous","land speed record"
"152","Bloodhound","’","goal"
"152","goal","is","1,000 mph"
"152","Bloodhound","’","aluminium wheels"
"152","Bloodhound",",","Venom F5"
"153","Kia","’","Sportage"
"153","Sportage","revealing","new look"
"153","new look","larger","nose grille"
"153","new look","different","shape"
"153","Sportage","spy","Nurburgring"
"153","new look","added","chrome bar"
"153","new look","extends","taillights"
"153","new look","redesigned","headlights"
"153","new look","revised","air intakes"
"154","Nissan","’","GT-R"
"154","GT-R","production","10 years"
"154","Skyline GT-R","introduced","160-hp 2.0-liter motor"
"154","GT-R R32","the","third-generation"
"154","GT-R R32","with","twin-turbos"
"154","GT-R R32","with","AWD system"
"154","GT-R R32","with","chassis"
"155","John Hennessey","is","tuning company"
"155","Trackhawk","is","Jeep Grand Cherokee"
"155","Trackhawk","is","707-hp"
"155","John Hennessey","unveiled","HPE850 Upgrade package"
"155","HPE850 Upgrade package","power up","852 horsepower"
"155","John Hennessey","offers","HPE1000 Supercharged Upgrade"
"155","HPE1000 Supercharged Upgrade","modifies","Trackhawk"
"155","Trackhawk","pump","1,012 hp"
"155","1,012 hp","at","6500 rpm"
"155","Trackhawk","pump","4200 rpm"
"156","Shelby SuperCars",",","SSC"
"156","Shelby SuperCars","with","1,750 horsepower Tuatara"
"156","1,750 horsepower Tuatara","debuted at","Pebble Beach"
"156","1,750 horsepower Tuatara","'s","twin-turbo V8 engine"
"156","Tuatara","should be a worthy adversary to","Bugatti Chiron"
"156","Tuatara","should be a worthy adversary to","Koenigsegg Agera"
"156","Ultimate Aero","helped launch","Shelby SuperCars"
"156","Ultimate Aero","with","twin-turbo Corvette-derived V8"
"156","twin-turbo Corvette-derived V8","producing","1,287 hp"
"156","twin-turbo Corvette-derived V8","producing","1,112 lb-ft of torque"
"157","Ford","announced its bold decision to kill off","Fiesta"
"157","Ford","announced its bold decision to kill off","Focus"
"157","Ford","announced its bold decision to kill off","Fusion"
"157","Ford","announced its bold decision to kill off","Taurus"
"158","original Mini","released","1959"
"158","850 cc engine","pushing out","34 hp"
"158","B16 Honda VTec","have","1.6-liter capacity"
"158","B16 Honda VTec","produces","360hp"
"158","bodywork","has","Wider arches"
"158","bodywork","has","custom paint job"
"158","bodywork","has","massive rear wing"
"158","bodywork","has","uprated head and taillights"
"159","Tesla","rolled out","Autopilot feature"
"159","Tesla","'s","Model 3 sedan"
"159","Gabi Personal Insurance Agency Inc",",","online insurance shopping site"
"159","Gabi CEO",",","Hanno Fichtner"
"160","Volkswagen","showed off","Sedric concept"
"160","Sedric concept",",","fully autonomous ride-sharing city car"
"160","Sedric concept","was n't slated to reach production until","2021"
"160","Volkswagen","in talks to purchase","Aurora Innovation"
"160","Aurora Innovation",",","autonomous car startup"
"160","Aurora Innovation","founded by","former Google and Tesla employees"
"160","Volkswagen","combing through","Silicon Valley"
"160","Volkswagen","already partnered with","Aurora Innovation"
"160","Volkswagen","trying to keep up with competitors like","GM"
"161","Nissan","revealed","2019 Altima sedan"
"161","2.0-liter variable-compression turbocharged four-cylinder","first seen on","Infiniti QX50"
"161","2.0-liter variable-compression turbocharged four-cylinder","rated at","248 horsepower"
"161","2.0-liter variable-compression turbocharged four-cylinder","rated at","273 lb-ft of torque"
"161","Nissan","confident with","2019 Altima sedan"
"161","Nissan","will now invest a large amount of money in order to build","2019 Altima sedan"
"161","Smyrna",",","Tennessee"
"161","Canton",",","Mississippi"
"162","Ford GT40","secured","Le Mans victories"
"162","Ford GT","In","1966 debut race"
"162","Ford GT","defeated","Ferrari"
"162","2017 Heritage Edition","honoring","GT40 ’ s 1967 Le Mans Victory"
"162","Ford","revealed","Heritage Edition"
"162","2019 model","celebrates","50th anniversary of the 1968 and 1969 Le Mans-winning GT40"
"162","Heritage Edition","features","American Gulf Oil-sponsored blue and orange paint scheme"
"162","Joe Hinrichs",",","Ford president , global operations"
"163","Audi","unveiled","fifth-generation A6 executive sedan"
"163","fifth-generation A6 executive sedan","at","Geneva"
"163","fifth-generation A6 executive sedan","looks a tad more aggressive than","regular A6"
"163","fifth-generation A6 executive sedan","’ s","quad exhaust system"
"163","Audi Sport","’ s","S models"
"163","S6","expected to scrap","twin-turbo 4.0-liter V8"
"163","450-hp 2.9-liter V6","powers","RS 5"
"164","Lexus","committed to","sedan segment"
"164","GS","going to be killed off in","US"
"164","GS","discontinued in","Europe"
"164","GS","replaced by","next-generation ES"
"164","Lexus ’ North American group vice president and general manager",",","David Christ"
"164","Lexus","taking a “ strategic look ” at","IS"
"164","Lexus","taking a “ strategic look ” at","GS"
"164","IS","Currently in","third-generation"
"164","IS","introduced at","North American International Auto Show in 2012"
"165","2018.5 QX30","offered by","Pure"
"165","2018.5 QX30","offered by","Luxe"
"165","2018.5 QX30","offered by","Essential"
"165","2018.5 QX30","offered by","Sport trims"
"165","Pure","replace","Base"
"165","Luxe","replace","Luxury"
"165","Essential","replace","Premium"
"165","Sport trims","replace","Sport"
"166","Mercedes-Benz","revealed","EQA concept"
"166","compact EV","equipped with","60 kWh battery"
"166","60 kWh battery","allowing for","200 to 250 mile range"
"166","EQA","slated to be the first of","all-electric EQ lineup"
"166","EQA","followed by","EQC SUV"
"166","EQA","followed by","S-Class-sized EQS sedan"
"166","EQA","aimed at","Tesla Model 3"
"166","EQC SUV","will target","Model X"
"166","S-Class-sized EQS sedan","will target","Model S"
"167","P1","getting the","Longtail treatment"
"167","P1","isn ’ t being developed by","McLaren"
"167","Lanzante Motorsport","helped","McLaren"
"167","McLaren","win","24 Hours of Le Mans in 1995"
"167","McLaren","with","F1 GTR"
"167","Lanzante Motorsport","converted","track-only McLaren P1 GTR"
"167","Lanzante Motorsport","creating a spiritual successor to","F1 LM"
"168","Mil-Spec Automotive","(","MSA"
"168","MSA","revealed","Launch Edition H1"
"168","Launch Edition H1",",","custom-built Hummer"
"168","Adam Mitchell",",","MSA CEO"
"168","Launch Edition H1","with","aircraft-grade aluminum body"
"168","Launch Edition H1","with","ceramic underbody"
"168","Launch Edition H1","with","engine bay coating"
"168","Launch Edition H1","with","textured body coating"
"168","Launch Edition H1","with","heavy-duty front and rear bumpers"
"168","Launch Edition H1","with","LED lighting"
"169","2019 BMW Z4","shown at","Pebble Beach"
"169","2019 BMW Z4","making its public debut at","Paris Auto Show"
"169","BMW 's teaser campaign","for","2019 BMW Z4"
"170","BMW","interested in building","hydrogen-electric prototype racecar"
"170","hydrogen-electric prototype racecar","to compete for overall victory at","24 Hours of Le Mans"
"170","ACO","’ s","Garage 56 program"
"170","BMW Motorsport boss Jens Marquardt","told","Motorsport"
"170","BMW","has been in discussion with","FIA"
"170","BMW","has been in discussion with","ACO"
"171","V10 Plus model","on display at","Audi Forum Neckarsulm"
"171","R8 V10","Customized by","Audi ’ s Exclusive studio"
"171","aerodynamic body kit","adds","front lip spoiler"
"171","aerodynamic body kit","adds","DTM-style aero flicks"
"171","aerodynamic body kit","adds","side sill extensions"
"171","aerodynamic body kit","adds","prominent diffuser"
"171","aerodynamic body kit","adds","large rear wing"
"171","Audi R8 V10 Plus","looks more like","R8 LMS GT4"
"171","Audi R8 V10 Plus","’ s","Ara Blue finish"
"172","Navigator","fresh entry into","full-size SUV segment"
"172","Lincoln","selling","Navigator"
"172","Escalade owners","switching to","Navigator"
"172","Jim Cain",",","a GM spokesperson"
"172","Escalade","is n't","high volume model"
"172","Escalade","produces around $ 1 billion in annual profit for","GM"
"172","Navigator","outsold by","Escalade"
"173","Ford Mustang","takes home the crown as","top-selling sports coupe"
"173","The Blue Oval","delivered","125,809 Mustangs"
"173","Erich Merkle",",","Ford sales analyst"
"173","Mustang","remains particularly strong","China"
"174","Jaguar F-Type","worthy successor to","legendary E-Type"
"174","Jaguar","Under","Tata ownership"
"174","Jaguar","had another go at replacing","E-Type"
"174","Jaguar","produced","115,413 units of the XJS"
"174","Jaguar","replacing it with","XK8"
"174","XJS","powered by","5.3-liter V12"
"174","5.3-liter V12","producing","242 to 295 horsepower"
"174","V12","bored out to","6.0-liters"
"174","V12","produce","318 hp"
"175","Nissan GT-R","battling it out against","Corvettes"
"175","i30 N","has already debuted in","Europe"
"175","i30 N","closest relative is","Elantra GT Sport"
"175","Elantra GT Sport","makes do with","201-hp"
"175","Golf GTI","has","220-hp"
"175","Hyundai i30 N","offers","275 hp"
"175","N-Performance Veloster","with the same underpinnings as","Hyundai i30 N"
"176","General Motors","would axe","Sonic subcompact"
"176","General Motors","would axe","Impala large sedan"
"176","General Motors","rolled out updates to","2019 Chevrolet Spark hatchback"
"176","General Motors","rolled out updates to","Cruze sedan and hatchback"
"176","General Motors","rolled out updates to","Malibu midsize sedan"
"176","Brian Sweeney",",","U.S. vice president of Chevrolet"
"176","Alan Batey",",","GM ’ s executive vice president and president of North America"
"176","Spark","receive refreshes going into","2019"
"176","Cruze","receive refreshes going into","2019"
"176","Malibu","receive refreshes going into","2019"
"177","Toyota","joined forces","Mazda"
"177","Toyota","invest","$ 1.6 billion dollars"
"177","Mazda","invest","$ 1.6 billion dollars"
"177","Wards Auto","reports","British automaker Jaguar Land Rover"
"177","JLR CEO",",","Ralf Speth"
"177","JLR","sold","114,333 vehicles"
"178","Hyundai","filed to trademark","Palisade"
"178","Hyundai","filed to trademark","Grandeur"
"178","Palisade","will likely share a platform with","Kia Telluride"
"178","Hyundai","'s","Kona"
"178","Hyundai","'s","Tucson"
"178","Hyundai","'s","Santa Fe"
"178","Grandeur","could signal the comeback of","Hyundai Azera"
"178","Hyundai Azera","was killed off in","2017"
"179","Ford","rivals","General Motors"
"179","documents","published","United States Patent and Trademark Office"
"179","Ford","plans","autonomous shuttle service"
"179","Ford","plans","documents"
"179","2018 North American International Auto Show","in","Detroit"
"179","Ford","spend","$ 11 billion"
"179","Ford","announced","Ford X"
"179","Ford X",",","new tech incubator"
"179","Ford X",",","R&D division"
"180","Uber","’","taxis"
"180","Volvo XC90","ploughed","pedestrian"
"180","pedestrian",",","Elaine Herzberg"
"180","Elaine Herzberg","injuries","accident"
"180","accident","isn ’ t","first time"
"180","Volvo XC90","travelling","38 mph"
"180","38 mph","in","35 zone"
"180","San Francisco Chronicle Tempe","investigation","accident"
"181","BMW","include","lineup"
"181","lineup","include","hybrid"
"181","lineup","include","electric"
"181","BMW","’","EV"
"181","EV","be","iX3 crossover"
"181","i4","a","EVs"
"181","i4","with","435-mile range"
"181","Tesla","’","P100D"
"181","i4","more than","P100D"
"182","Pininfarina","coachbuilding projects","coachbuilding projects"
"182","Pininfarina","the","design house"
"182","Pininfarina","presented","HK GT"
"182","HK GT","an","electric grand-tourer"
"182","HK GT","faster","Lamborghini Huracan"
"182","Pininfarina","developed for","Hybrid Kinetic Group"
"182","Hybrid Kinetic Group","’","Hong Kong"
"182","Mahindra","parent company","Pininfarina"
"182","Mahindra","based in","India"
"183","Jaguar","’","Land Rover"
"183","Land Rover","’","Special Operations"
"183","Special Operations","division","Jaguar"
"183","Jaguar","’","SVR"
"183","John Edwards","longtime executive","Jaguar"
"183","John Edwards","leaving","Jaguar"
"183","Jaguar","appointed","Michael van der Sande"
"183","Alpine","'s","managing director"
"183","Michael van der Sande","current","managing director"
"183","Michael van der Sande","lead","Special Operations"
"184","3 Series","(","G20"
"184","M3","internally","G80"
"184","340i","rebadged","M Performance model"
"184","3 Series","on","G20 platform"
"184","G20 platform","be","rear-wheel-drive"
"184","rear-wheel-drive","a","M340i"
"184","M340i","be","all-wheel-drive"
"184","M240i","formerly","M235i"
"185","Bentley","built","Bentayga"
"185","Continental GT","for sale","Classic Youngtimers"
"185","Classic Youngtimers","by","Netherlands"
"185","Continental GT","has","85,166 km"
"185","85,166 km","(","53,000 miles"
"185","dealership","added","extensive modifications"
"185","extensive modifications","to","Continental GT"
"185","extensive modifications","include","3-inch lift"
"185","extensive modifications","include","modified air suspension"
"186","Aston Martin","launched","Lagonda"
"186","Aston Martin","launched","Geneva"
"186","Lagonda","showcased","Lagonda Vision Concept sedan"
"186","Lagonda model","be","all-electric SUV"
"186","Lagonda model","benefits","wireless charging"
"186","Lagonda EV SUV","not replace","Varekai"
"186","Aston Martin","’","Varekai"
"187","John Hennessey","his","Hennessey Performance"
"187","Hennessey Performance",",","tuning company"
"187","Hennessey Performance",",","Texas-based"
"187","Hennessey Performance","a","family business"
"187","Hennessey Performance","making","cars"
"187","Hennessey Performance","catalog","performance upgrade packages"
"187","Hennessey Performance","built","Venom GT"
"187","Venom GT","successor","Venom F5"
"188","Dodge","launched","Challenger Demon"
"188","Dodge","prepping","Drag Pack option"
"188","Drag Pack option","for","2019 Challenger Hellcat"
"188","Challenger body","have","Air Grabber hood"
"188","Demon","’","Air Grabber hood"
"188","Challenger Hellcat Drag Pack","75 percent","Demon ’ s content"
"189","Hyundai","at","Geneva Motor Show"
"189","Kona SUV","Called","Kona"
"189","Kona","first","electric subcompact SUV"
"189","Ioniq","second","electric subcompact SUV"
"189","Kona Electric","features","two-tone roof"
"189","Kona Electric","features","LED DRLs"
"189","LED DRLs","positioned above","LED headlights"
"189","Kona Electric","has","closed grille"
"190","BMW","’","N74 engine"
"190","N74 engine","’","turbocharged V12"
"190","BMW","launched","6.0-liter N74"
"190","6.0-liter N74","in","BMW 760i"
"190","6.0-liter N74","in","760Li"
"190","6.0-liter N74","replacement","non-turbo N73"
"190","Rolls-Royce","offered","6.6-liter version"
"190","6.6-liter version","of","6.0-liter N74"
"191","Lexus","released","official image"
"191","official image","of","UX"
"191","UX","first public appearance","Geneva Motor Show"
"191","UX","built","new platform"
"191","new platform","shared","C-HR"
"191","UX","replacement","CT 200h"
"192","Italdesign Giugiaro","celebrated","50th birthday"
"192","Zerouno Roadster",",","Italdesign Giugiaro"
"192","Zerouno Roadster","debut","Geneva"
"192","Zerouno Roadster","open air version","Zerouno coupe"
"192","Zerouno coupe","unveiled","Swiss show"
"192","Zerouno","styled","Filippo Perini"
"192","Filippo Perini",",","design talent"
"192","design talent","behind","Lamborghini Huracan"
"192","design talent","behind","Veneno"
"193","BMW","’","i8 Roadster"
"193","i8 Roadster","debut","LA Auto Show"
"193","Roadster","priced","163,300"
"193","i8 Coupe","starts","147,500"
"193","i8 Roadster","got","electric motor"
"193","electric motor","producing","141 horsepower"
"193","electric motor","producing","184 lb-ft of torque"
"193","i8","'s","three-cylinder turbo engine"
"193","three-cylinder turbo engine","at","236 lb-ft of torque"
"194","Jeep","its","Wrangler"
"194","JL","’","order sheet"
"194","order sheet","a","V8"
"194","GM","'s","LS3 V8 engines"
"194","LS3 V8 engines","in","Jeep"
"194","JL","new","JK"
"194","GM V8","in","Jeep"
"195","Vmotion 2.0 Concept","design","production sheet metal"
"195","Nissan","’","Vmotion 2.0 Concept"
"195","Altima","at","New York International Auto Show next month"
"195","Nissan","reveals","Altima"
"195","Nissan","announcing","Altima"
"195","Altima","reveal","New York"
"196","Audi","looking a bit dated compared to","BMW"
"196","Audi","looking a bit dated compared to","Mercedes"
"196","Barry Hoch",",","Audi of America 's director of product planning"
"196","Barry Hoch","Speaking with","Automotive News"
"196","Audi lineup","with","S5 Sportbacks"
"196","Barry Hoch","improving","Audi lineup"
"197","Jerry Seinfeld","sold","Porsches"
"197","Porsches","collectively worth","$ 10 million"
"197","Lotus Exige","finished in","Kawasaki Green"
"197","Seinfeld ’ s 2006 Porsche 911 GT3 RS","Heading to","Russo and Steele auction"
"197","Russo and Steele auction","in","California"
"197","Monterey",",","California"
"197","GT3","introduced in","1999"
"197","997 GT3 RS","made its US debut in","2006"
"197","997 GT3 RS","feature","electronically adjustable suspension system"
"198","AMG","build","Mercedes cars"
"198","Mercedes","bought","AMG"
"198","Mercedes SLS","cost","$ 220,000"
"198","Mercedes SLS","'s","gullwing doors"
"198","Mercedes SLS","powered by","6.2-liter naturally aspirated V8"
"198","6.2-liter naturally aspirated V8","produced","583 hp"
"198","SLS Black Series","produced","622 hp"
"199","RM Auction ’ s Monterey event","at","Pebble Beach"
"199","CSX 2344","also known as","Lindauer Cobra"
"199","Robert Lindauer","traded in","1963 Corvette"
"199","Robert Lindauer","attended","1964 World ’ s Fair"
"199","Robert Lindauer","sourced replacement parts from","Carroll Shelby"
"200","Quail Lodge auction","at","Monterey Car Week"
"200","Lancia Stratos","being","1975 Stradale"
"200","1985 205 Turbo 16","with","745 miles on its clock"
"200","1986 RS200 Evolution","designed by","Ghia"
"200","RS200","designed by","Ghia"
"200","Group B rallying","first introduced by","FIA"
"201","GT2 RS","made its debut","Los Angeles E3 gaming convention"
"201","Los Angeles E3 gaming convention","during","Microsoft ’ s press conference"
"201","Forza Motorsport 7","running on","Xbox One X console"
"201","Xbox One X","hailed as","most powerful console ever made"
"201","GT2 RS","boasts","powerful road-going 911 engine"
"201","GT2 RS","has","640-hp"
"201","Automobile Magazine","’ s","Georg Kacher"
"201","GT2 RS","has","700-hp"
"201","GT2 RS","has","553 lb-ft of torque"
"202","Renault TreZor","awarded","Concept Car of the Year"
"202","Most","at","Italy ’ s Concours d ’ Elegance Villa d ’ Este"
"202","TreZor","won","Concept Car of the Year"
"202","TreZor","won","Concept Car of the Year"
"202","Concept Car of the Year","at","Geneva Car Design Awards"
"202","Multi-Sense system","incorporating","autonomous technology"
"202","Renault TreZor","offers up","350 hp"
"202","Renault TreZor","offers up","280 lb-ft of torque"
"203","Cadillac","once successfully branded itself as","Standard of the World"
"203","General Motors","allowed","Cadillac"
"203","Cadillac","came to","308,692 units"
"203","Audi","sold","1,871,350 units"
"203","BMW","came in at","2,035,359 units"
"203","Mercedes-Benz","sold","2,083,888 cars"
"204","Aston Martin","stunning the automotive world with","Vanquish Zagato"
"204","Aston Martin","with","Vanquish Zagato Volante"
"204","Vanquish Zagato Volante","announced at","Pebble Beach Concours d ’ Elegance"
"204","Concorso d'Eleganza Villa d'Este","on the shores of","Lake Como"
"204","Italy","’ s","Lake Como"
"204","Q","Aston Martin ’ s","customization service"
"205","Lamborghini","'s","Miura"
"205","Miura","unveiled at","1966 Geneva Motor Show"
"205","Centenario","With","V12"
"205","Centenario Roadster","Revealed","The Quail Lodge Golf Club"
"205","McLaren MSO HS","at","The Quail Lodge Golf Club"
"205","Koenigsegg Agera XS","at","The Quail Lodge Golf Club"
"206","Vision Mercedes-Maybach 6","At","18.7 feet long"
"206","Vision Mercedes-Maybach 6","At","and 6.9 feet wide"
"206","Mercedes-Maybach S600","foot shorter","Vision Mercedes-Maybach 6"
"206","Mercedes-Maybach 6","with","750 hp"
"206","Mercedes-Maybach 6","0 to 60 mph in","under four seconds"
"207","Singer Vehicle Design","produced","Porsche 911s"
"207","Singer Vehicle Design","not eligible for","Concourse d'Elegance"
"207","Singer Vehicle Design","shown off at","Pebble Beach"
"207","Singer 911","features","blue tachometer"
"207","Singer 911","upgrades such as","3.8-liter flat-six"
"208","Mercedes-AMG GT","had its live debut","Geneva Motor Show"
"208","Mercedes-AMG","testing","prototype mules"
"208","Mercedes-AMG GT","share a similar name with","AMG GT two-door sports car"
"208","Mercedes-AMG GT","built on","rear-wheel-drive platform"
"208","Mercedes-AMG GT","feature","hybrid twin-turbo 4.0-liter V8 powertrain"
"208","hybrid twin-turbo 4.0-liter V8 powertrain","with","805-hp"
"209","General Motors","does not want to leave behind","Opel Insignia Sports Tourer"
"209","General Motors","does not want to leave behind","Insignia Grand Sport"
"209","Volkswagen Golf","with","rear hatch"
"209","Volkswagen Golf","with","four doors"
"209","Opel Insignia Grand Sport","offers","large trunk opening"
"209","Opel Insignia Sports Tourer","is","full fledged wagon"
"209","Opel Insignia Grand Sport","will be debuted in the US as","2018 models"
"209","Opel Insignia Sports Tourer","will be debuted in the US as","2018 models"
"210","Tesla","’ ll be discontinuing","Model S 60"
"210","Tesla","’ ll be discontinuing","60D"
"210","Model S 60","Launched","June 2016"
"210","60D","Launched","June 2016"
"210","Model S 60","feature","75-kWh battery"
"210","60D","feature","75-kWh battery"
"210","Model S 60","began at","$ 68,000"
"210","60D","went for","$ 73,000"
"210","75- kWh Model S","begins at","$ 74,500"
"211","Honda Civic Type R","revealed at","Geneva"
"211","Honda","announced","Honda Civic Type R"
"211","Honda Civic Type R","debut at","New York Auto Show"
"211","Touring trim","available for","Honda Civic Type R"
"211","Honda Civic Type R","equipped with","seven-inch touchscreen display"
"211","seven-inch touchscreen display","with","navigation"
"211","seven-inch touchscreen display","with","Apple CarPlay"
"211","seven-inch touchscreen display","with","Android Auto"
"211","Honda Civic Type R","equipped with","540-Watt 12-speaker audio system"
"212","Volkswagen Group","testing","self-driving cars"
"212","Waymo","testing","self-driving cars"
"212","Uber","testing","self-driving cars"
"212","Jean Shiomoto",",","director of the California DMV"
"212","Porsche","developed","self-driving technology"
"213","McLaren","’ s","new automaker"
"213","McLaren","debuted","MP4-12C"
"213","Sports Series line","is made up of","540C"
"213","Sports Series line","is made up of","570S"
"213","Sports Series line","is made up of","570GT"
"214","M2 CSL","would , in effect , be","ultimate BMW performance coupe"
"214","French graphic artist",",","Monholo Oumar"
"214","M2 CSL","with","wider front fenders"
"214","M2 CSL","with","massive rear wing"
"214","M2 CSL","painted in","BMW ’ s iconic racing color scheme"
