index,s1,r,s2,label
"45","the last few years","was","the cuisine","0"
"45","the growing number of chefs","in","an effort","0"
"45","an effort","make","the island","0"
"45","the island","s","food","0"
"45","the island","s","Americans","0"
"45","Google Trends","in","food world","1"
"45","Americans","looking for","release","1"
"45","Americans","found","food","1"
"45","2017 ’ s top food trends","according to","Internet","1"
"45","Jamaican-inspired menus","in","popularity","1"
"45","Eater","reported","Jamaican-inspired menus","1"
"45","Jamaican-inspired menus","to","Americans","1"
"45","Jamaican flavors","with","international cuisines like Latin and Korean","1"
"45","Google Trends","for","Jamaican food ” and “ Caribbean food near me","1"
"46","The announcement of the Aviary cocktail book","in","mid-May","0"
"46","the team behind Chicago","s","the Aviary - sister bar","0"
"46","the team behind Chicago","s","Alinea","0"
"46","the team behind Chicago","s","one of the country","0"
"46","Chicago","s","the Aviary - sister bar","0"
"46","Chicago","s","Alinea","0"
"46","Chicago","s","one of the country","0"
"46","the Aviary - sister bar","s","most acclaimed restaurants","0"
"46","Alinea","s","most acclaimed restaurants","0"
"46","one of the country","s","most acclaimed restaurants","0"
"46","most acclaimed restaurants","announced","the team behind Chicago","0"
"46","a cookbook","expected","the team behind Chicago","0"
"46","a cookbook","expected","Kickstart","0"
"46","no one","expected","the team behind Chicago","0"
"46","no one","expected","Kickstart","0"
"46","no one","expected","a cookbook","0"
"46","its original goal","raising","50,000","0"
"46","its original goal","raising","3,640 people","0"
"46","50,000","donated","423,627","0"
"46","3,640 people","donated","423,627","0"
"46","The announcement of the Aviary cocktail book","s","Kickstarter","0"
"46","Kickstarter","in","mid-May","0"
"46","mid-May","raised","eyebrows","0"
"46","eyebrows","would","a successful restaurant group","0"
"46","a successful restaurant group","ask for","donations","0"
"46","a successful restaurant group","ask for","the public","0"
"46","a successful restaurant group","ask for","Kokonas","0"
"46","donations","explained","his understanding of the cookbook publishing industry","0"
"46","the public","explained","his understanding of the cookbook publishing industry","0"
"46","Kokonas","explained","his understanding of the cookbook publishing industry","0"
"46","very little profit","doing","the work","0"
"46","their international fan base","drum up","buzz","0"
"46","buzz","help fund","the costs","0"
"46","the costs","producing","the Aviary cocktail book","0"
"46","the costs","producing","the team behind Chicago","0"
"46","the Aviary cocktail book","could pocket","the profit","0"
"46","the team behind Chicago","could pocket","the profit","0"
"46","Aviary","—","sister bar","1"
"46","sister bar","to","Alinea","1"
"46","Aviary","’ s","restaurants","1"
"46","Aviary","publish","cookbook","1"
"46","Aviary","to","Kickstart","1"
"46","Kickstarter","surpassed","original goal of raising $ 50,000","1"
"46","3,640 people","donated","$ 423,627","1"
"46","Kokonas","explained","cookbook publishing industry","1"
"46","Aviary","pocket","profit","1"
"46","cocktail book","’ s","Kickstarter","1"
"47","one","became","a phenomenon with its specialties","0"
"47","one","became","the Tibetan and Nepali staples","0"
"47","Columbus","became","a phenomenon with its specialties","0"
"47","Columbus","became","the Tibetan and Nepali staples","0"
"47","international groceries","became","a phenomenon with its specialties","0"
"47","international groceries","became","the Tibetan and Nepali staples","0"
"47","Saraga International Grocery","on","Columbus","0"
"47","Saraga International Grocery","on","northeastern side","0"
"47","Columbus","sells","produce","0"
"47","Columbus","sells","meats","0"
"47","Columbus","sells","dairy","0"
"47","northeastern side","sells","produce","0"
"47","northeastern side","sells","meats","0"
"47","northeastern side","sells","dairy","0"
"47","The market","supports","a few small food counters","0"
"47","a few small food counters","including","Momo Ghar","0"
"47","chef-owner Phuntso Lama","makes","both steamed and fried variations of momos","0"
"47","chef-owner Phuntso Lama","makes","her most popular version","0"
"47","both steamed and fried variations of momos","is","jhol momo","0"
"47","both steamed and fried variations of momos","is","ground chicken with cilantro","0"
"47","both steamed and fried variations of momos","is","its seasonings","0"
"47","her most popular version","is","jhol momo","0"
"47","her most popular version","is","ground chicken with cilantro","0"
"47","her most popular version","is","its seasonings","0"
"47","jhol momo","in","a wrapper","0"
"47","ground chicken with cilantro","in","a wrapper","0"
"47","its seasonings","in","a wrapper","0"
"47","a wrapper","shaped into","pleated rounds","0"
"47","chef-owner Phuntso Lama","stuffs","other momos with pork","0"
"47","chef-owner Phuntso Lama","stuffs","mild potato curry","0"
"47","chef-owner Phuntso Lama","stuffs","cabbage","0"
"47","chef-owner Phuntso Lama","stuffs","other vegetables","0"
"47","other territories","known as","thukpa","0"
"47","other territories","known as","a pancake","0"
"47","a ramen-style soup","known as","thukpa","0"
"47","a ramen-style soup","known as","a pancake","0"
"47","thukpa","made with","lentil flour","0"
"47","thukpa","made with","the momos","0"
"47","a pancake","made with","lentil flour","0"
"47","a pancake","made with","the momos","0"
"47","lentil flour","are","the clear draw","0"
"47","the momos","are","the clear draw","0"
"47","Dumplings","are","universal comfort foods","1"
"47","small stall","in","Columbus ’ s international groceries","1"
"47","small stall","with","Tibetan and Nepali staples","1"
"47","Tibetan and Nepali staples","called","momos","1"
"47","Saraga International Grocery","on","Columbus ’ s northeastern side","1"
"47","Saraga International Grocery","including","Momo Ghar","1"
"47","Momo Ghar","run by","chef-owner Phuntso Lama","1"
"47","chef-owner Phuntso Lama","makes","steamed and fried variations of momos","1"
"47","chef-owner Phuntso Lama","stuffs","momos","1"
"47","momos","with","pork , or mild potato curry , or cabbage and other vegetables","1"
"48","plenty","on","cuisines","0"
"48","Colombian","share","a particularly strong devotion","0"
"48","strange","share","a particularly strong devotion","0"
"48","Colombia","share","a particularly strong devotion","0"
"48","La Moon","in","Miami","0"
"48","Miami","s","Brickell neighborhood","0"
"48","Brickell neighborhood","stops","the show with its fantastic hot dogs","0"
"48","Brickell neighborhood","stops","hamburgers","0"
"48","a look","at","the Baby Moon Perro","0"
"48","a look","at","a nine-inch dog","0"
"48","the Baby Moon Perro","served with","mozzarella","0"
"48","the Baby Moon Perro","served with","potato sticks","0"
"48","the Baby Moon Perro","served with","bacon","0"
"48","the Baby Moon Perro","served with","a quail egg","0"
"48","the Baby Moon Perro","served with","too many sauces","0"
"48","a nine-inch dog","served with","mozzarella","0"
"48","a nine-inch dog","served with","potato sticks","0"
"48","a nine-inch dog","served with","bacon","0"
"48","a nine-inch dog","served with","a quail egg","0"
"48","a nine-inch dog","served with","too many sauces","0"
"48","too many sauces to name","are","contention","0"
"48","too many sauces to name","are","street vendors","0"
"48","contention","Does","the place","0"
"48","contention","Does","the street","0"
"48","street vendors","Does","the place","0"
"48","street vendors","Does","the street","0"
"48","the place","have","three sauces","0"
"48","the street","have","three sauces","0"
"48","three sauces","do","four","0"
"48","This kind of free-market spirit","led","some incredible , monstrous creations","0"
"48","La Moon","in","Miami ’ s Brickell neighborhood","1"
"48","Baby Moon Perro","served with","mozzarella","1"
"48","Baby Moon Perro","served with","potato sticks","1"
"48","Baby Moon Perro","served with","bacon","1"
"48","Baby Moon Perro","served with","quail egg","1"
"49","his Copenhagen restaurant","in","Australia","0"
"49","Noma","in","Australia","0"
"49","Noma Australia","on","April 2","0"
"49","eager Instagrammers","on","April 2","0"
"49","New Nordic pioneer chef Ren","announced","Ren é Redzepi","0"
"49","é Redzepi","announced","Ren é Redzepi","0"
"49","his Copenhagen restaurant","on","the road for a 10-week pop","0"
"49","Noma","on","the road for a 10-week pop","0"
"49","the road for a 10-week pop","in","Australia","0"
"49","the road for a 10-week pop","in","the food world","0"
"49","The success of the two Michelin star restaurant 's previous pop-ups","ran for","five weeks last year - has","0"
"49","Noma Tokyo","ran for","five weeks last year - has","0"
"49","five weeks last year - has","created","a frenzy for food enthusiasts","0"
"49","27,000 people","on","the waiting list","0"
"49","the Sydney neighborhood of Barangaroo","opened","its doors with a menu","0"
"49","earlier this week","opened","its doors with a menu","0"
"49","Noma Australia","opened","its doors with a menu","0"
"49","its doors with a menu","inspired by","the restaurant 's harborside location","0"
"49","The coastally-driven dishes","boast","several varieties of oceanic plants","0"
"49","The coastally-driven dishes","boast","sea vegetables","0"
"49","The coastally-driven dishes","boast","strawberry clams","0"
"49","The coastally-driven dishes","boast","sea urchin","0"
"49","The coastally-driven dishes","boast","flame cockle","0"
"49","Produce","utilized include","wild berries","0"
"49","Produce","utilized include","lantana flowers","0"
"49","Produce","utilized include","lemon myrtle","0"
"49","Produce","utilized include","proteins","0"
"49","items","utilized include","wild berries","0"
"49","items","utilized include","lantana flowers","0"
"49","items","utilized include","lemon myrtle","0"
"49","items","utilized include","proteins","0"
"49","wild berries","include","fat","0"
"49","wild berries","include","local ants","0"
"49","wild berries","include","magpie goose","0"
"49","lantana flowers","include","fat","0"
"49","lantana flowers","include","local ants","0"
"49","lantana flowers","include","magpie goose","0"
"49","lemon myrtle","include","fat","0"
"49","lemon myrtle","include","local ants","0"
"49","lemon myrtle","include","magpie goose","0"
"49","proteins","include","fat","0"
"49","proteins","include","local ants","0"
"49","proteins","include","magpie goose","0"
"49","your gastronomic dictionary","are","the dishes","0"
"49","the dishes","featured on","the menu","0"
"49","the menu","according to","eager Instagrammers","0"
"49","eager Instagrammers","are","change","0"
"49","eager Instagrammers","are","Noma Australia","0"
"49","change","closes","its doors","0"
"49","Noma Australia","closes","its doors","0"
"49","its doors","on","April 2","0"
"49","Ren é Redzepi","announced","Noma Australia","1"
"49","Ren é Redzepi","chef","Noma","1"
"49","Noma","restaurant","Copenhagen","1"
"49","Noma","on the road","Noma Australia","1"
"49","Sydney","in","Australia","1"
"49","Noma Australia","previous pop-ups","Noma Tokyo","1"
"49","Noma","restaurant","two Michelin star","1"
"49","Noma Australia","Debuting in","Barangaroo","1"
"49","Barangaroo","neighborhood of","Sydney","1"
"50","Gochikuru","in","Tottori Prefecture","0"
"50","Japanese bento boxes","contain","an assortment of relatively light , healthy items","0"
"50","Japanese bento boxes","contain","fish","0"
"50","Japanese bento boxes","contain","vegetables","0"
"50","Japanese bento boxes","contain","soup","0"
"50","Japanese bento boxes","contain","salads","0"
"50","Japanese bento boxes","contain","small portions of rice","0"
"50","Japanese bento boxes","contain","meat","0"
"50","Japanese bento boxes","contain","tempura","0"
"50","a new lunch delivery service","called","Gochikuru","0"
"50","Gochikuru","is taking","the set meal","0"
"50","the set meal","in","the completely opposite direction","0"
"50","the set meal","in","the release of a two-foot-wide cow-shaped box","0"
"50","the set meal","in","10 pounds of wagyu beef","0"
"50","the set meal","in","Tottori Prefecture","0"
"50","the most delectable meat","in","the world","0"
"50","The slices of cooked sirloin","are arranged over","Kinu Musume rice","0"
"50","The slices of cooked sirloin","are arranged over","the meal","0"
"50","prime rib","are arranged over","Kinu Musume rice","0"
"50","prime rib","are arranged over","the meal","0"
"50","brisket","are arranged over","Kinu Musume rice","0"
"50","brisket","are arranged over","the meal","0"
"50","tongue","are arranged over","Kinu Musume rice","0"
"50","tongue","are arranged over","the meal","0"
"50","This special delivery item","will set","around $ 2,800","0"
"50","This special delivery item","will set","sales tax","0"
"50","the realm of what","might spend on","a splashy dinner","0"
"50","a splashy dinner","at","a steakhouse","0"
"50","Japanese bento boxes","contain","light , healthy items","1"
"50","lunch delivery service","called","Gochikuru","1"
"50","two-foot-wide cow-shaped box full","of","wagyu beef","1"
"50","wagyu beef","from","Tottori Prefecture","1"
"50","wagyu beef","arranged over","Kinu Musume rice","1"
"50","wagyu beef","be","most delectable meat","1"
"50","most delectable meat","in","world","1"
"51","tips","tricks","Clifford Endo combats","0"
"51","tips","tricks","the usual pitfalls of comfort food favorite chicken fried steak","0"
"51","The result","is","a medium rare cut of beef","0"
"51","a medium rare cut of beef","surrounded by","the characteristic crust","0"
"51","the characteristic crust","smothered with","a flavor-packed all-meat gravy","0"
"51","the video","at","home","0"
"51","1 New York strip2 cloves","crushed","2 tablespoons","0"
"51","garlic","crushed","2 tablespoons","0"
"51","2 tablespoons","minced","demi","0"
"51","2 tablespoons","minced","glace1/4 teaspoon","0"
"51","flourOil","frying","Place steak","0"
"51","flourOil","frying","butter","0"
"51","Place steak","in","a resealable plastic bag","0"
"51","butter","in","a resealable plastic bag","0"
"51","a resealable plastic bag","can withstand","high temperatures","0"
"51","a large bowl of water","displace","the air","0"
"51","a large bowl of water","displace","the bag","0"
"51","the air","submerging","the steak with the bag","0"
"51","the bag","submerging","the steak with the bag","0"
"51","the water line","comes up","that edge","0"
"51","that edge","remove","your finger","0"
"51","your finger","sealing","the last piece of the strip","0"
"52","America","in","New Orleans","0"
"52","America","in","Baltimore","0"
"52","America","in","Ubiquitous curse word connoisseur Gordon Ramsay","0"
"52","The Gordon Ramsay Group","in","Las Vegas and Atlantic City casino/resorts","0"
"52","the Baltimore or New Orleans projects","in","Las Vegas and Atlantic City casino/resorts","0"
"52","the Financial Times","in","Las Vegas and Atlantic City casino/resorts","0"
"52","six more restaurants","in","America","0"
"52","America","including","venues","0"
"52","venues","in","New Orleans","0"
"52","venues","in","Baltimore","0"
"52","venues","in","Ubiquitous curse word connoisseur Gordon Ramsay","0"
"52","New Orleans","has","no footprint","0"
"52","Baltimore","has","no footprint","0"
"52","Ubiquitous curse word connoisseur Gordon Ramsay","has","no footprint","0"
"52","any specifics","points out","The Gordon Ramsay Group","0"
"52","the Baltimore or New Orleans projects","points out","The Gordon Ramsay Group","0"
"52","the Financial Times","points out","The Gordon Ramsay Group","0"
"52","The Gordon Ramsay Group","operates","four hit venues","0"
"52","four hit venues","in","Las Vegas and Atlantic City casino/resorts","0"
"52","four hit venues","in","these new restaurants","0"
"52","One of the shouty chef","s","new Vegas projects","0"
"52","new Vegas projects","is","a restaurant","0"
"52","Fox","show","Hell","0"
"52","Fox","show","Kitchen","0"
"52","The Gordon Ramsay Group","is bouncing","a rough patch","0"
"52","a rough patch","reported sales up","three percent","0"
"52","a rough patch","reported sales up","the last year","0"
"52","the fact","have expanded","their portfolio","0"
"52","Ramsay and Co.","have expanded","their portfolio","0"
"52","their portfolio","include","more affordable establishments","0"
"52","their portfolio","include","many","0"
"52","more affordable establishments","are run through","low-risk licensing deals","0"
"52","many","are run through","low-risk licensing deals","0"
"52","Gordon Ramsay","open","restaurants","1"
"52","Gordon Ramsay","in","America","1"
"52","Gordon Ramsay","in","New Orleans","1"
"52","Gordon Ramsay","in","Baltimore","1"
"52","Financial Times","points out","four hit venues","1"
"52","four hit venues","in","Las Vegas","1"
"52","four hit venues","in","Atlantic City casino/resorts","1"
"52","restaurants","be","Gordon Ramsay BurGR","1"
"52","restaurants","be","Gordon Ramsay Pub & Grill","1"
"52","Gordon Ramsay","by","long-running Fox show Hell ’ s Kitchen","1"
"53","Cup Noodles","turns","45 years old","0"
"53","Cup Noodles","turns","today","0"
"53","college-kid","turns","45 years old","0"
"53","college-kid","turns","today","0"
"53","staple","turns","45 years old","0"
"53","staple","turns","today","0"
"53","Japanese","is","David Chang","0"
"53","Momofuku Ando - why","is","David Chang","0"
"53","David Chang","got","the name","0"
"53","David Chang","got","the instant ramen","0"
"53","the name","boosted","Japan","0"
"53","the instant ramen","boosted","Japan","0"
"53","Japan","s","economy post-WWII","0"
"53","economy post-WWII","transformed","convenience foods","0"
"53","even a Cup Noodle museum","in","Japan","0"
"53","today","s","food news","0"
"53","today","s","Anthony Bourdain","0"
"53","food news","on","one of his literary influences","0"
"53","food news","on","some people","0"
"53","Anthony Bourdain","on","one of his literary influences","0"
"53","Anthony Bourdain","on","some people","0"
"53","sleep","might land","perhaps the eggiest video","0"
"53","the idea of an In-N-Out veggie burger","might land","perhaps the eggiest video","0"
"53","Eataly","might land","perhaps the eggiest video","0"
"53","35,000 people","have signed","a petition","0"
"53","Opponents","have declared","the petitioners","0"
"53","Opponents","have declared","" soft vegan nerds","0"
"53","Opponents","have declared","" " liberal candyasses","0"
"53","Opponents","have declared","" delicate snowflakes","0"
"53","Opponents","have declared","other insults","0"
"53","folks","' s","just fast food","0"
"53","Momofuku Ando","Invented","Cup Noodles","1"
"53","Cup Noodles","boosted","Japan ’ s economy","1"
"54","Lambrusco","is","the only sparkling red option","0"
"54","a traditional northern Italian mainstay","is","the only sparkling red option","0"
"54","refreshingly bitter fizzy wines","made from","the indigenous baga grape","0"
"54","refreshingly bitter fizzy wines","made from","northeastern Italy","0"
"54","refreshingly bitter fizzy wines","made from","fruity-fresh take","0"
"54","the indigenous baga grape","based on","the cherry-like brachetto","0"
"54","the indigenous baga grape","based on","Australia","0"
"54","northeastern Italy","based on","the cherry-like brachetto","0"
"54","northeastern Italy","based on","Australia","0"
"54","fruity-fresh take","based on","the cherry-like brachetto","0"
"54","fruity-fresh take","based on","Australia","0"
"54","the variety of styles","encompassed by","Lambrusco","0"
"54","the variety of styles","encompassed by","the occasional U.S.-produced bottle","0"
"54","grapes","encompassed by","Lambrusco","0"
"54","grapes","encompassed by","the occasional U.S.-produced bottle","0"
"54","the only sparkling red option","Welcome to","the bona fide","0"
"54","Italian","mainstay","Lambrusco","1"
"54","Lambrusco","a","red wine","1"
"54","Portugal","’ s","baga grape","1"
"54","Italy","’ s","brachetto","1"
"54","Australia","’ s","sparkling shiraz","1"
"55","Drinking","watching","Saturday Night Live","0"
"55","wine","watching","Saturday Night Live","0"
"55","Saturday Night Live","are","activities","0"
"55","perfect sense","on","television","0"
"55","the creators of the longest-running sketch show","on","television","0"
"55","Three of these bottles","are named after","popular characters","0"
"55","Three of these bottles","are named after","the longest-running sketch show on television","0"
"55","Three of these bottles","are named after","Debbie Downer South Eastern Australian Chardonnay","0"
"55","Three of these bottles","are named after","20","0"
"55","Three of these bottles","are named after","Stefon Beaujolais","0"
"55","Three of these bottles","are named after","18","0"
"55","Three of these bottles","are named after","the Californians","0"
"55","Three of these bottles","are named after","Monterey County Merlot","0"
"55","great sketches","name","wines","0"
"55","wines","' s","a shame","0"
"55","wines","' s","the Hot Tub Love-ahs don ' t","0"
"55","a shame","have","their own bottle","0"
"55","a shame","have","bota bag","0"
"55","the Hot Tub Love-ahs don ' t","have","their own bottle","0"
"55","the Hot Tub Love-ahs don ' t","have","bota bag","0"
"55","the Californians","are associated with","a Central Coast merlot","0"
"55","a Central Coast merlot","sparkling","Stefon","0"
"55","Stefon","s","Red Bull","0"
"55","Stefon","s","guy","0"
"55","creators","of","Saturday Night Live","1"
"55","creators","of","longest-running sketch show","1"
"55","longest-running sketch show","on","television","1"
"55","Saturday Night Live","releasing","own brand of booze","1"
"55","own brand of booze","named","Debbie Downer South Eastern Australian Chardonnay","1"
"55","own brand of booze","named","Stefon Beaujolais","1"
"55","own brand of booze","named","Californians Monterey County Merlot","1"
"55","Hot Tub Love-ahs","don ’ t have","own bottle","1"
"55","Californians","associated with","Central Coast merlot","1"
"55","Stefon","’ s","vodka and Red Bull kind of guy","1"
"56","Georgia Carter","in","Richmond","0"
"56","a local KFC restaurant manager","in","Richmond","0"
"56","Va.","in","Richmond","0"
"56","the country","is talking about","inclusion","0"
"56","the country","is talking about","a message of exclusion","0"
"56","the country","is talking about","ideas of acceptance","0"
"56","the country","is talking about","discrimination","0"
"56","one side","is talking about","inclusion","0"
"56","one side","is talking about","a message of exclusion","0"
"56","one side","is talking about","ideas of acceptance","0"
"56","one side","is talking about","discrimination","0"
"56","Earlier this week","in","Richmond","0"
"56","Earlier this week","in","Va.","0"
"56","a woman","in","Richmond","0"
"56","a woman","in","Va.","0"
"56","Richmond","claims","Georgia Carter","0"
"56","Va.","claims","Georgia Carter","0"
"56","Georgia Carter","was fired by","a local KFC restaurant manager","0"
"56","Georgia Carter","was fired by","about an hour","0"
"56","about an hour","being hired once","a local KFC restaurant manager","0"
"56","a local KFC restaurant manager","found out","Georgia Carter","0"
"56","Georgia Carter","contacted","a local TV station","0"
"56","a local TV station","in","Richmond","0"
"56","a local TV station","in","Georgia Carter","0"
"56","Richmond","received","a phone call","0"
"56","Richmond","received","a local KFC restaurant manager","0"
"56","Georgia Carter","received","a phone call","0"
"56","Georgia Carter","received","a local KFC restaurant manager","0"
"56","Georgia Carter","told","a local reporter","0"
"56","Georgia Carter","told","the restaurant 's management","0"
"56","her driver 's license","identified","a male","0"
"56","a male","were","which bathroom","0"
"56","a male","were","Georgia Carter","0"
"56","response","released","a statement","0"
"56","response","released","Eater","0"
"56","the allegations","released","a statement","0"
"56","the allegations","released","Eater","0"
"56","an internal investigation","released","a statement","0"
"56","an internal investigation","released","Eater","0"
"56","KFC 's chief people officer","released","a statement","0"
"56","KFC 's chief people officer","released","Eater","0"
"56","John Kurnick","released","a statement","0"
"56","John Kurnick","released","Eater","0"
"56","Georgia Carter","fired by","KFC restaurant","1"
"56","KFC restaurant","in","Richmond , Va","1"
"56","KFC","chief people officer","John Kurnick","1"
"56","Georgia Carter","was","transgender","1"
"56","Georgia Carter","contacted","local TV station","1"
"57","A widespread E. coli outbreak","in","Boston","0"
"57","A widespread E. coli outbreak","on","February 8","0"
"57","Chipotle","in","Boston","0"
"57","Chipotle","on","February 8","0"
"57","A widespread E. coli outbreak","sickened","dozens of customers","0"
"57","A widespread E. coli outbreak","sickened","Chipotle","0"
"57","Chipotle","was","that pesky norovirus disaster","0"
"57","that pesky norovirus disaster","in","Boston","0"
"57","Boston","made","more than 100 diners","0"
"57","its act","win","customers","0"
"57","customers","faces","several lawsuits","0"
"57","customers","faces","Chipotle","0"
"57","several lawsuits","will shutter","all its stores for a few hours","0"
"57","Chipotle","will shutter","all its stores for a few hours","0"
"57","all its stores for a few hours","on","February 8","0"
"57","February 8","talk to","its employees","0"
"57","February 8","talk to","food safety","0"
"57","its hands","on","a copy of Chipotle 's " new training video","0"
"57","its hands","on","Chipotle","0"
"57","a copy of Chipotle 's " new training video","offers","some insights","0"
"57","Chipotle","offers","some insights","0"
"57","Chipotle","Going","employees","0"
"57","rice","scraped up","the steps of weddings","0"
"57","the steps of weddings","quit using","tortillas","0"
"57","tortillas","clean","their car windshields","0"
"57","their car windshields","discontinue","the use of germ-spreading " sneeze megaphones","0"
"57","Chipotle","outbreak","E. coli","1"
"57","norovirus","in","Boston","1"
"57","Chipotle","disaster","norovirus","1"
"58","iconic Louisiana brand Tabasco","on","Avery Island","0"
"58","a restaurant","based on","the idea","0"
"58","a restaurant","based on","people","0"
"58","the idea","love","hot sauce","0"
"58","the idea","love","iconic Louisiana brand Tabasco","0"
"58","people","love","hot sauce","0"
"58","people","love","iconic Louisiana brand Tabasco","0"
"58","hot sauce","is going","one","0"
"58","iconic Louisiana brand Tabasco","is going","one","0"
"58","The McIlhenny Company","produces","the famous pepper sauce","0"
"58","its new museum","tells","Eater","0"
"58","a spokesperson","tells","Eater","0"
"58","iconic Louisiana brand Tabasco","will open","next week","0"
"58","iconic Louisiana brand Tabasco","will open","the company 's restaurant","0"
"58","iconic Louisiana brand Tabasco","will open","headquarters","0"
"58","next week","on","Avery Island","0"
"58","the company 's restaurant","on","Avery Island","0"
"58","headquarters","on","Avery Island","0"
"58","the Tabasco Sauce Visitors Center","will feed","fans ' curiosity with an inside look","0"
"58","the Tabasco Sauce Visitors Center","will feed","the world of Tabasco","0"
"58","the Tabasco Sauce Visitors Center","will feed","the sauce","0"
"58","the new venue","will feed","fans ' curiosity with an inside look","0"
"58","the new venue","will feed","the world of Tabasco","0"
"58","the new venue","will feed","the sauce","0"
"58","fans ' curiosity with an inside look","was","first","0"
"58","the world of Tabasco","was","first","0"
"58","the sauce","was","first","0"
"58","first","created over","a century ago","0"
"58","first","created over","the sauce","0"
"58","a century ago","'s made","today","0"
"58","a century ago","'s made","the sauce","0"
"58","the sauce","'s made","today","0"
"58","today","has impacted","the culinary world","0"
"58","the sauce","has impacted","the culinary world","0"
"58","The formal opening","is scheduled for","Tuesday , February 2","0"
"58","The McIlhenny Company","opened","its Tabasco-inspired restaurant","0"
"58","its Tabasco-inspired restaurant","called","1868","0"
"58","its Tabasco-inspired restaurant","called","the year","0"
"58","its Tabasco-inspired restaurant","called","The McIlhenny Company","0"
"58","The eatery","are","part of a major expansion","0"
"58","museum","are","part of a major expansion","0"
"58","part of a major expansion","help celebrate","the company 's impending 150th anniversary","0"
"58","every dish","on","the menu","0"
"58","the menu","contains","Tabasco sauce","0"
"58","The cuisine","is","a Cajun and Creole cookbook","0"
"58","The cuisine","is","no surprise","0"
"58","McIlhenny Company","produces","Tabasco","1"
"58","McIlhenny Company","brand","Louisiana","1"
"58","McIlhenny Company","on","Avery Island","1"
"58","McIlhenny Company","launch","Tabasco Sauce Visitors Center","1"
"58","McIlhenny Company","opened","1868","1"
"59","Vegan falafel and shake shop Goldie","on","Sansom Street","0"
"59","Vegan falafel and shake shop Goldie","on","Solomonov","0"
"59","Vegan falafel and shake shop Goldie","on","Steve Cook '","0"
"59","Vegan falafel and shake shop Goldie","on","Rooster Soup Co. They","0"
"59","its debut","on","campus","0"
"59","its debut","on","early next year","0"
"59","its debut","on","a branch of Mike Solomonov '","0"
"59","its debut","on","Goldie","0"
"59","its debut","on","Kensington Quarters","0"
"59","its debut","on","Little Baby '","0"
"59","campus","Ice Cream","Pitruco Pizza","0"
"59","campus","Ice Cream","The Juice Merchant Juicery","0"
"59","campus","Ice Cream","Caf é","0"
"59","early next year","Ice Cream","Pitruco Pizza","0"
"59","early next year","Ice Cream","The Juice Merchant Juicery","0"
"59","early next year","Ice Cream","Caf é","0"
"59","a branch of Mike Solomonov '","Ice Cream","Pitruco Pizza","0"
"59","a branch of Mike Solomonov '","Ice Cream","The Juice Merchant Juicery","0"
"59","a branch of Mike Solomonov '","Ice Cream","Caf é","0"
"59","Goldie","Ice Cream","Pitruco Pizza","0"
"59","Goldie","Ice Cream","The Juice Merchant Juicery","0"
"59","Goldie","Ice Cream","Caf é","0"
"59","Kensington Quarters","Ice Cream","Pitruco Pizza","0"
"59","Kensington Quarters","Ice Cream","The Juice Merchant Juicery","0"
"59","Kensington Quarters","Ice Cream","Caf é","0"
"59","Little Baby '","Ice Cream","Pitruco Pizza","0"
"59","Little Baby '","Ice Cream","The Juice Merchant Juicery","0"
"59","Little Baby '","Ice Cream","Caf é","0"
"59","34th and Walnut streets","will replace","the former Moravian Food Court","0"
"59","The 10,000-square-foot food hall","will be","breakfast","0"
"59","The 10,000-square-foot food hall","will be","lunch","0"
"59","The 10,000-square-foot food hall","will be","dinner","0"
"59","The 10,000-square-foot food hall","will be","daily","0"
"59","The 10,000-square-foot food hall","will be","seats for 174","0"
"59","each vendor","will design","the front of their kiosk","0"
"59","Vegan falafel and shake shop Goldie","opened","earlier this year","0"
"59","earlier this year","on","Sansom Street","0"
"59","earlier this year","on","Solomonov","0"
"59","earlier this year","on","Steve Cook '","0"
"59","earlier this year","on","Rooster Soup Co. They","0"
"59","an outpost of Goldie","in","the Fairmount Whole Foods","0"
"59","Dining options","at","University of Pennsylvania","1"
"59","University of Pennsylvania","open","food hall","1"
"59","food hall","with","branch of Mike Solomonov ’ s Goldie","1"
"59","food hall","with","Kensington Quarters","1"
"59","food hall","with","Little Baby ’ s Ice Cream","1"
"59","food hall","with","Pitruco Pizza","1"
"59","food hall","with","The Juice Merchant Juicery","1"
"59","food hall","with","Caf é","1"
"59","Penn Food Hall","at","34th and Walnut streets","1"
"59","Penn Food Hall","replace","former Moravian Food Court","1"
"60","just 90 minutes","in","a rainbow-painted room","0"
"60","featured exhibits","in","a rainbow-painted room","0"
"60","a unicorn sculpture","in","a rainbow-painted room","0"
"60","San Francisco ' s","stuck into","the walls","0"
"60","San Francisco ' s","stuck into","an " homage","0"
"60","San Francisco ' s","stuck into","the ice cream truck","0"
"60","" beautiful message of cohesion","stuck into","the walls","0"
"60","" beautiful message of cohesion","stuck into","an " homage","0"
"60","" beautiful message of cohesion","stuck into","the ice cream truck","0"
"60","diversity","stuck into","the walls","0"
"60","diversity","stuck into","an " homage","0"
"60","diversity","stuck into","the ice cream truck","0"
"60","inclusivity","stuck into","the walls","0"
"60","inclusivity","stuck into","an " homage","0"
"60","inclusivity","stuck into","the ice cream truck","0"
"60","a room with giant fake popsicles","stuck into","the walls","0"
"60","a room with giant fake popsicles","stuck into","an " homage","0"
"60","a room with giant fake popsicles","stuck into","the ice cream truck","0"
